tablet_id,transliteration,translation,source_pdf
313. kt 94/k 1242,a-na A-bi₄-ba-a5-tí Ma-nu-rna Be.ší.a u En-urn-A -šur nam-Assur qí-bi-ma um-ma En-urn-A-šur anna; u A-na-na-ma a-na -bi-ba-aŠ-tí qí-bi-ma 5 specifically 2 Ši-ta i-la-tim ša ša-na : bi-la-tim leather u 9 i-la-tim ša bi-la-/a leather SUNIGIN 11 i-la-tum 13 GU URUDU ma-ši-um ša-pí-ik-ma 10 64 Letters- Family Correspondence ku-nu-ki-ša: A-na-a-na am-tí ta-ap-qì-id-ki-im a-ha-ma 1 iš-tí-et i-la-am ku-nu-ki-a wa-ar-ka-num lo.e_ ub-lu-ni-ki-im u 45 ma-na URUDU SIGs ša A-ba-ba i-dì-na-ni ku-nu-ki-a: a-na En-um-A-/šur e-zi-ib: a-na-kam KB-ap-šu ša-bu-u-at GU /ma-na URUDU-i-a 14 45 1/2 i-na 13 i-la-tim ku-nu-ki-ni a-na -birba-aš-tí u En-um-A -šur me-er-i-ki ne-zi-ib a-dì tu-a-ar te-er-tí-ni a-hu-a a-tu-/nu i-na ša-am-H e-ru-bu-ni-ni URUDU ša-ni-/qa-ma URUDU i-na i-la-tim ma-ah-ri-ku-nu li-iŠ-/ku-nu-ma a-na -bi-ba-aš-tí ku-nu-ki-ku-nu lu-ub-lu-nim u qu-ul-qu-li li-it-bu < -lu > -nim u₄-ma-kcilld i-bi₄-tu ih-da-ma tur-da-ni-šu-nu,"Abi-ba5ti, Mannumma, Beliya and En- from Ennam-Assur and Anna- to Abi-basti: leather bags of two talents each, and 9 bags of one talent each, in all 11 bags of (in all) 13 talents. washed copper had been packed, and my maid Anna-anna entrusted it to you (fern.) under her seal. Moreover, later they brought you one leather bag under my seal. Also, the 45 minas of good copper that Ababa gave me I left under my seal for Ennam-Assur. Here she has been paid its price in silver. We left my copper, 14 talents 45 1h minas in 13 leather bags, under our seals, for Abi-basti and your son Ennam-Assur. Until our message is answered- my dear brothers - the very day my servants enter, you must check the copper and they should place the copper in the bags in front of you, and my servants should bring it to Abi-basti under your seals. Also, let them take away the qulqulluš. They should not spend one night. Take care and send them!",AKT 6b.pdf
314. kt 94/k 682,"a-na Ša-at-A -na r Luh-lu-u (erašure) anna: u Na-zi qì-bi-ma um-ma A-na-na-ma šu-ma Lu-lu-u u 5 Na-bi-{d}EN.LfL lpa, iš-tu Za-al-pa i-li-ku-nim 2/3 ma-na 2 GIN 10 KB ša-aš-qi-la lo.e. la a-ka-ía-dam I li-bi₄ ld i-ld-mi-/in rev. šu-ma ša-ba-na-tum DAM Ku-zi-zi-a 15 leave a-na Wa-ah-šu-ša-[na] ta-ta-la-ak na-ru.r uq 1 after ŠE-am 1 UDU ta-di-na-í( P im 1 kels, iš-tu KB 2/3 [ma-]/ na?₁ price Lu-lu i-ša.r qu-lu 1 20 H-im UDU 3 rGfN₁ u.e. li-dì-nu-ni-lku-nu-ti l.e. 66 Letters - Family Correspondence","Sat-Anna, Lulu and Nazi from Anna- Lulu and Nabi-Illil have come from Za- then seize them and make (them) pay shekels of silver. should not arrive here and get angry. Sabanatum, Kuziziya's wife, wishes to for W ahsusana, (and) you have given a sack of barley (and) a sheep, (then) Lulu pays the silver, at least 40 she- they should give you 3 shekels, the of a sheep.",AKT 6b.pdf
315. kt 94/k 1116,"um-ma En-um-A -šur-ma a-na Ša-ta-na qí-bi-ma a-na-ku a-na 1-H-dan a-na Ku-bu-ur-na-/at e-tí-iq-ma wa-ar-ki-/tí-ma Ma-ma-hi-ir a-ša-tam e-ta-ha-az a-na Dur₄-hu-m""i-it: a-šu-m""i-ki e-ti-iq-ma : a-wa-tam ni-ka-ša-ad a-pu-tum e. a-pu-tum iš-tu qa-šu pa-ni-a-at-ni ih-dí-ma KB 1 GIN i-šu qa-tí-ki lu ša i-na qd-ti-ki-/ma li-ib-5í u-lu E-ra-dí KB-ap-šu 20 ma-na lu 30 ma-na BI-ZA-šu: ta-mi-i-ma u i-na a-lci-ki-a a-na-ku : a-ma-li-ki a-pu-tum u li-bir{ki} mz-ma la i-lci-mz-in a-na-/ku I.e. u-bi-i/5-ki X X-tl [t ]a-ha-5í-hi-šu-ma li-di-nu-ni-ki","From Ennam-Assur to Sat-Anna: I have personally travelled to Ili-dan in Kuburnat, and after I left Man-mahir has taken a wife in marriage. I shall travel to Durhumit for your sake, and we shall settle the matter. Urgent, urgent, since he is about to act, do take care and guard every shekel of silver that you have available, as well as those of the girl, and keep it in your own hand. Or, as to Erradi, seize his silver, whether 20 or 30 minas and make (him) swear in or der to bind him and then when I arrive I shall personally advise you. Urgent, guard it! Also, do not get angry in any way. I myself brought you ... If you need it they may give them to you.",AKT 6b.pdf
316. kt 94/k 666'',[a-n]a En-nam'-A-šu/ [qzúbi-ma um-ma Ša-ta-na-/ma 30 ma-na URUDU SIG₅ ku-nu-ki-a -lu-u-a na-aŠ.a-kuì um] a-ma-kam ma-La ta-le-e-u a-na KB ta-[eúer-ma,To Ennam-Assur from Sat-Anna: Aluwa brings you 30 minas of good cop- per under my seal. Convert it to silver there as best you can.,AKT 6b.pdf
317. kt 94/k 638,"qí-bi-ma um-ma Ša-ta-na-ma 2 ma-na 12 1/2 GIN KB ša a-dí-na-/ku-ni a-hi a-ta be-lí a-ta Ši-ma-am [e-]pu-uš-ma iŠ.tí [a-li- ]ki-im pa-ni-/im-ma [""'b""l] še- z- am-- [X] r /,;il ša ku-/u r. ša aq-bi4-a-ku-ni lu TVG-ba-ti lu AN.NA ša-dí-šu-ma še-bi4-lam","As to the 2 minas 12 }.2 shekels of silver that I gave you, my dear brother, my dear lord, carry out the purchase yourself and send it with the very first transport. which I promised you, have him sell the textiles and the tin and send (the silver).",AKT 6b.pdf
318. kt 94/k 718,"a-na En-um-A -šur it ŠIGš-pí-A-šur a-na ŠIG₅-pí-A-šur qí-bi-ma um-ma Ša-ta-na-ma 10 GIN KB a-na H-a-m[a-tim] a-dì-na-kum 3 ša-la-ší.Šu qa-dum ša : ha-r[ a-an] . ki h r ,, 1 / ' - l tm a-ra-nam u-- / qa a-ma-kam rKB 1 u I št-a-ma-tz-šu VI I Y a- [ na ] En-um-A-šur šu-[qul]",To Ennam-Assur and Damiq-pi-Assur; specifically to Damiq-pi-Assur from Sat- Anna: I gave you 10 shekels of refined silver for purchases. Three times I waited for the caravan to- gether with those on the road to the City. Pay the silver or the goods bought with it there to Ennam-Assur,AKT 6b.pdf
319. kt 94/k 1677,"a-na Dam-qšt-a qi-bi-ma um-ma Ša-at-A -na-ma 10 GIN KB ša a-di-na-/ku-ni ta-štš-pu-ra-ma um-ma a-ta-ma iŠ-ti ša bUt-lšt-/ti-a Ši-ma-am ,. aš-a-ma a-na Pu-ru-uš-ha-dim 1He-hi-il5 Ši-ma-am ša te-pu-šu a-na A-lim{ki} ta-ba-tum-/ma < u še-bi-lam >a-hi a-ta a-na-/ku ga-ma-al-ka a-le-e","To Damqaya from Sat-Anna: You wrote concerning the 10 shekels of silver that I gave to you, saying: ""I made purchases together with the mo- ney from my working capital and sent it to Purushaddum."" Be so kind as to send the purchase you made to the City, for you are my brother and I can do you favours.",AKT 6b.pdf
320. kt 94/k 1640,[KISIB La-]ma-šì Sealed [a-na En-n]am-A -šur for [it -]ld-h[i-im] Fragmentary envelope with one partly preserved sealing,by Lamassi; Ennam-Assur Ali-ahum in Old Assyrian style; the seal is found,AKT 6b.pdf
321. kt 95/k 397,um-ma La-[ma-šì-ma] From a-na En[-um-A-šur] qz- 'b' z-ma mz- '[v šu-um J Why na-aš-pe-ra-[tí-ka] sages a-na a-bi-ka [Ia ta-ša-pa-ar] 5 -la-hu-um [ ... ] Ali-ahum 72 Letters - Family Correspondence a-Ša-pu-r ru ₁-šu-n[i ... ] La i-mu-a: [šu-ma] ti-bi-k[ ... J u ma-la[ ... ] e. 2/3 GIN[ ... ] two lines missing mi-š1u ... ] ru-ta-p[í-ru ... J ša a-bi-k[u-nu ... ] a-na ... ] ša a-hi-bi-[lu ... ] r ta ₁-aì-ru-d[ u ... ] [x]-tim: tu-l[i-... ] [x X X] ša t[u-... ] [x x x K]B [ ... ] [x x]-nim š1a ... ] [ m ]i-šu-um i-na [x] r H-im 1 pu-ru-u : i ₁-bi-ni : ta-aš-ku-un [E] r [x x] a-bi₄-ka qa-ma ku-a-a-tum [(..)],"Lamassi to Ennam-Assur: is it that you do not send your mes- to your father? will not ... that I write to him. If you please, ... Why ... that you write ... concerning your (plur_) father ... to ... that I have become indebted for ... that you sent ... Why have you denounced our father's house in ... ? Is your father's ... your own affairs are so small!",AKT 6b.pdf
322. kt 94/k 1401,a-na En-nam-A-šur [u] A-la-hi-im qi-bi-ma u[m-ma] ŠIG₅-pi-A-šur-ma 10 ma-n[a AN.NA] ku-nu-ki-a : E-ni-iŠ-ta-ru-[ um] [ub-la-ku-]nu-ti1 TUG rsiGs₁ A_rlu₁-[a] ub-la-ku-[nu-ti a-h]u-a a-t[u-nu] KB Ši-im [AN.NA-ki] u rŠí-im₁ šìbi-[la-nim ]-ma gi-mi-la-am i-[ na] šu-uk-na mi-li-ik lu-qu-tim ša tam-ka-ri-/im mz-z ' -z k' r z-na . 1 {d}UTU -šz •. 5- e-ra-ba-ni na-aš-pha-tim Ši-ta-[me-a-ma] ru₁[-ma]-kalla i-ša-hu-u[r] iŠ-ti-in i-na a-ri-ku-nu] ša k' t-ma qa-qt- ' 'd'k t- u-nu zš-tt- '[v] šu v •v tu-ur-da-ni-ma a-ni-tam li-li-kam-ma u ti-ir-[ta-ku-nu] a-na tam-ka-ri-im li-l[i-]k[a-a]m tam-ka-ru-/um I.e. a-na pa-ni-a i-da-gal za ih-da ta-ša-la-ta,"To Ennam-Assur and Ali-ahum from Damiq-pi-Assur: Enistarum brought 10 minas of tin under my seal to you. Aluwa brought you 1 fine textile. My dear brothers, send me the proceeds in silver from the tin and my textiles and thus do me a favour. Take a decision concerning the merchant's goods. Hear the missives the very day IStar arrives, and without a single day's delay send with him one of your servants, whom you trust like yourselves, and write me whether it is so or not, and only then send word to the merchant. The merchant is relying on me. Take care, do not act rashly.",AKT 6b.pdf
323. kt 94/k 805,[a-na En ]-nam-A -šur [u A]-ld-hi-im qi-bi-ma [um]-ma ŠIGš-pi-A-šur-ma me-at 60 ša tam-ka-ri-im mi-li-ik lu-qu-tim tim mz-ilrka SIG₅ DIRI ša tam-ka-ri-im a-hu-a a-tu-nu e. KB H-im a-ni-ki-a ša E-ni-iš-ta-ru-/um ub-la-ku-nu-ti-ni a-na pa-ni-a še-bi4-ld-nim E-ni-iš-ta-ra-am la i-ša-hu-ur tu-ur-da-ni-šu-ma [u]z-ne-ka id-a [ša-he-e]r-tam ša 5 GIN [KB šri-b]i-la-ni-im 20 silver. [ E-ni-iš-ta ]-ra-am Enistarum [xxx-A]-Šur u.e. ... [x x x] x-im i-tal-kam l.e ... [x x x] ri-im-ni a-ar-ltam ... [X X ša-]he-er-tam še-bi4-ía-nim 25 ...,"To Ennam-Assur and Ali-ahum from Da- miq-pi-Assur: As to the 160 textiles belonging to the merchant, thereof 19 are your textiles. Take a decision concerning the goods. The textiles of extra-fine quality belong to the merchant. My dear brothers, send me the silver that was the proceeds of my tin which Enistiirum brought to you. Enistiirum should not be delayed, send him and listen closely. Send me small goods worth 5 shekels of -Assur has come of our ... cowrie-shell send me small goods.",AKT 6b.pdf
324. kt 94/k 645,[a-na] En-nam-A-šur [ u [um-m]a ŠIG5-pì-A-šur-ma [a-l]i-ku a-na Bu-h/.[tar] Travellers [i]k-šu-du-ni-a-tì-m[a] 5 questioned [a-šlu-mz DUMU Ša-da-a Sadaya. [u-]Ša-i/5 u-mu-[ ... ] [x]A-lu-um [ ... ] [x x] lu tF x₁ lo.e. [ ... ] [a-n]aA-li-zim ... ] 10 r. they [i-]li-ku-ma: š1u ... ] bind [a-n ]a 6 ITLKAM [ ... ] [u-]ka-šu-u-n[i ... ] l] [x Ša v -rna-A-šur v ... [x i-]li-ku-ni-im 15 ... [x x x]-im Ša-da-a ... [x x x]-ra-am 78 Letters- Damiq-pi-Assur [x x x] rx1 ik? ma-lti-šu [ ... ]rxxl [ ... ]-ma u [ ... ]-bu r x 1,Ennam-Assur and Ali-ahum from Da- reached us at Buhitar(?) and I (them) concerning the son of City ... went to the City and ... they will ... for 6 months ... Salim-Assur they came Sadaya,AKT 6b.pdf
326. kt 94/k 595A,tdm-ka-ri-[im] lo.e. rev.,...take a decision concerning the textiles belonging to the merchant.,AKT 6b.pdf
327. kt 94/k 595B,"En-nam-A -šur A-ld-hi-im qi-bi4-ma ŠIG₅-pi-A-šur-ma ma-na LA 1 GIN KB ša-hi-ir-tdm ku-nu-ki-ka ub-lam u₁ r10₁ ma-na rKB₁ A-ni-na r ta-ru ₁-um KB 80 Letters - Damiq-pi-Assur ša r tit-še-bi₁-ld-ni e. a-na ni-ipJ ld-tz₁ -a [a]Š-ta-qal u-mu-u er-ša-šu-ma ILLA T ka-al-a-at a-hu-a a-tu-nu i-na lu-qu-tim ša tam-ka-ri-im [ ]h - u-tu-um ' r-1b[ z- a-šz-u ""'] ih-da-ma mz-li-ik lu-qu-tí-im mz-i/5-ka a-hu-a a-tu-nu KB H-im AN.NA [x] še-bi-La-ni-ma rKB₁-p((x)1 i-na šu-uk-na a-dì tí-ir-ta-lak-nu i-la-ka-ni ri-iš lu-qu-tim u-ka-lal","To Ennam-Assur and Ali-ahum from Da- miq-pi-Assur: The nakirum brought me 29 shekels of silver and small goods under your seaL Annina and Enistarum brought you 10 minas of silver. The silver you sent me I have paid to co- ver my balance payments. The weather ... and the caravan has been stopped. My dear brothers, among the goods of the merchant there are some old textiles. Take care and decide about the goods. My dear brothers, send me silver, the pro- ceeds from the tin, and deposit my silver to my debit. I hold on to the goods until your orders arnve.",AKT 6b.pdf
328. kt 94/k 1317,[a-na En-nam]-A-šur u A-la-hi-im [qí-bi-ma um-m]a ŠIG₅-pì-A-šur-ma [a-dí ma-la u] H-ni-šu d-ir-tí [i-li-ka-ku-n]u-tí a-na En-nam-A-šur [ qì-bi-ma ta-dšlpu-ra-am um-ma a-ta-ma ša D]AM.GAR: i-na [Ma-a-ma] u i-na U-ni-ip-/šì-im [e-zi-ib-ma] ILLAT-tum [x x x š1u 1 GIN-im [i-nu-ml] ILLAT-tum: i-na Ur-šu [i-m ]a-ri-u _. tí-ir-ti [i-li-]ka-ku-nu-tí: um-ma a-na-ku-1 ma [x x-]ik: lu [x-i]n [xx] ša ml ri/51 [ti-ir-t]a-ku-nu-ma u-la [ ... ]-tí [ ... ]-u-tim [x x x š1a DAM. GAR [x x x ni]m ki-ma [hi-i]m-ta-tim ša DAM.GAR [aš-m ]e-u: a-H-a-d: na-aš-plí-ra-tim [ša] DAM.GAR: šaA-lim{ki}: ša na-dš-a-ku-1 nu-tí-ni [Pu ]zur₄-ŠŠtar: na-aŠ-a-ku-nu-ltí [a-hu-]u-a: a-tu-nu [i-ša-]am-5í na-aš-plí-ra-tim [ta-dš-]me-a-ni r ih-da ₁-ma: a-ma-Id [na-dš-pe-r]a-tim ep-ša-ma [uz-ni ša D]AM.GAR: pi-ti-a [x x x] tdm-ka-ri-im [x x x x [Ju-qu-tum [x x x x]-at be-lu-a 82 Letters - Damiq-pi-Assur [x x x x] la tit-ša-la [ x x x x x ]-ar- ' -ta-ma [ ... ]-Ša-ni break,"To Ennam-Assur and Ali-ahum from Da- miq-pi-As sur: Once or twice I sent word to you. Say to Ennam-Assur: You wrote me, saying: ""Leave the textiles belonging to the mer- chant in Mamma or in U nip sum, and ... the caravan ... 1 shekel. When the caravan was slowed down in U r5u, I sent word to you, saying: , your message and ... ... of the merchant ... As I heard the heated words of the mer- chant, that is why Puzur-IStar is bringing you the missives from the merchant in the City that I was to bring you. to My dear brothers, take care, the very day you hear the missives, you must act in ac- cordance with the missives and inform the merchant. ... of the merchant ... goods ... my lords ... do not question",AKT 6b.pdf
329. kt 94/k 113C,"um-ma En-urn-A -šur-ma a-na ŠIG₅-pi-i-A-šur: qi-bi-ma i-na pa-ni-tim-ma aš-pu-ra-kum um-ma a-na-ku-ma šu-ma ILLAT-at-ka i-ša-ri-dam it a-ta qa-di-rna: ILLAT-ti-ka ši-ir-dam-/ma lu-qu-tam ša DAM. GAR ša ta-ra-di-u TlJG.HI.A ŠIG₅-tim bi-ir-ma i-na Ma-a-ma u-La i-na u-na-ap-še e-zi-/ib-ma H-tíTUG.HI.A ma-ti-u-tim lui-naša DAM. GAR i-ba-Ši-u lu ša be-u-ld-ti-ka : it-lu i-na ša be-u-la-at i-ba-Ši-u qa-di-ma tap-pa-e-ka: a-na E./GAL-lim le-ru-bu-nim : a-ni na-ab-ri-tum i-na Ur-šu : ki-ma ku-pa-um ma-du-ni a-na lu-qu-ut DAM.GAR-ri-im ša ki-ma qa-qi-di-a u-la aš-tap-ra-am i-na na-ap-ti-ir: ku-nu-ti u a-na-ku u-la ša ki-ma qa-qi-di-a : a-ta-ra-dam-ma mi-li-ik lu-qu-tim ša DAM.š GAR a-ma-lik mi-Šu ša ta-aŠ-pu-ra-ni um-ma a-ta-ma ti-ir-ti DAM. GAR: hi-mi-tum: i-li-kam a-na-ku ša-ah-ra-ku-ma a-na lu-qu-tim ša DAM. GAR mi-li-ik-ša ma-la-kam : Ia a-aš-te-e : ba-a-nim i-a-ti: ta-ša-pa-ra-am : a-pu-tum ri-iš: lu-qu-tim ša DAM. GAR u a-ma-Id ti-ir-ti-ka [um]-ma a-ta-ma r lh 1 - u-tum- z-va-šz-u -1. .,, a-pu-tum z-na . {d}UTU -šz •- ša • tup-pz ' ta-ša-me-u y ' i-na hu-ur-Ši-im ša ib-ri-im a-[ta] u 1-li-aš-ra-ni TUG.HLA ka-ld-šu-nu-ma na-pi-ša-ma 3 urme-e u 5 urme-e li-ib-Ši-/u-ma šu-ta-ab-la-ki-da-šu-nu ma-ma-an ša-ni-am ta tu-ta-ha-a : a-di 10 u4""me-e lti ta-ha-ta-ar e. E-ni-ša-ri-im a-di AN.NA -ki-ka (hu₁-ur-Ši-ŠŠtar aŠ-ta-pa-ar iš-tu Za-al-pa i-tu-ru-nim-ma -la-ha-am 84 Letters - Damiq-pi-Assur a-ta-ra-dam 1/2 ma-na uša 3 GIN ša-hi-ir-tam ku-nu-ki-a Ili₅-tU-ra-am u-še-bi4-la-kum 15 GIN KB rH-im₁ TVG-ti-kcišd-na-a u A-lu-a na-ciš-u-ni-[kum e-]ma-ru-ka: lu ak-lu","From Ennam-Assur to Damiq-pi-Assur: I wrote to you earlier, saying: ""If your ca- ravan is being packed, then you too should pack together with your caravan, and choose textiles of good quality from the goods of the merchant that you are leading, and leave them in Mamma or in U napse, and the rest of the less good texti- les - both from what remains of the mer- chant's and from your own working capi- tal and from the working capital of the servants - should enter the palace together with your partners."" Now, winter has caught you in U rsu. Since there is a lot of snow I have not sent anyone on whom I could rely for the goods of the merchant. When you are released (from the cold), then I shall send either myself or someone I can rely on, and I shall take a decision about the merchant's goods. Why did you write, saying: ""A heated let- ter from the merchant came."" I have personally been delayed and been unable to take any decision about the merchant's goods. Come on, it is to me you write! Urgent, guard the goods of the merchant; and with regard to your message where you said: ""There are some old textiles"" - urgent, the very day you hear my letter you and Ili-asranni should air all of the textiles in the store-room of a friend, and leave them for 3 or 5 days before you turn them over. Do not let anyone else approach (them). Do not hesitate for 10 days! I have sent to Enisarum concerning your tin. When they come back from Zalpa, I shall send Ali-ahum. I sent Ili-tiiram to you with lh mina of refined silver and small goods worth 3 shekels under my seal. Idnaya and Aluwa are bringing you 15 shekels of silver, the proceeds from your textile. Your donkeys should be fed.",AKT 6b.pdf
330. kt 94/k 1106,"a-pu-tum ri-iš lu-qu-tim ša DAM. GAR u a-ma-Id tí-ir-ti-ka urn-rna a-ta-/ma 'b ,, h a-tu- an- u-tum i-ba-H-u : a-pu-tum i-na ša-am-Ší tup-pt-i ta-ša-me-u i-na hu-ur-Ší-/im ša ib-ri-im a-ta u 1-la-aš-ra-ni kcl-la-šu-nu-ma na-pi-ša-ma 3 U4-me-e u 5 U4-me-e li-bi-Ši-u-ma šu-ta-ab-ld-ki-ta-šu-nu ma-[ ma Fan 1 ša-ni-am ld r tu ₁-ta-ha-a a-dí 10 U4-me-e Ia ta-[ha-]ta-ar E-ni-ša-ri-im a-di AN.NA-ki-ka U' r v l:v ur-ša 1 - štar aš-ta-pa-ar /V "" iš-tu r Za-a/₁-pa i-tu-ru-nim -ta-r ha-am ₁-ta-ra-dam 112 [ ma ]-na KB r ₁-pa-am u [ša] 3 GIN ša-hi-ir-tam ku-nu-ki-a r Ili₅-tu ₁-ra-am U-še-bi₄-ld-kum-ma 17 GIN KB ku-nu-ki-a H-im e. šd-na-au A-lu-wa na-aš-u-ni-kum e-ma-ru-ka lu ak-lu I.e.","Urgent, guard the goods of the merchant; and with regard to your message where you said: ""There are some old textiles"" - urgent, the very day you hear my letter you and Ili-asranni should air all of the textiles in the store-room of a friend, and leave them for 3 or 5 days before you turn them over. Do not let anyone else approach (them). Do not hesitate for 10 days! I have sent to Enisarum concerning your tin. When they come back from Zalpa, I shall send Ali-ahum. I sent Ili-turam to you with mina of refined silver and small goods worth 3 shekels under my seal, and Idnaya and Aluwa are bringing you 17 shekels of silver under my seal, the pro- ceeds from your textiles. Your donkeys should be fed.",AKT 6b.pdf
332. kt 94/k 668,um-ma Bìli-a-ma a-na En-um-A -šur u Ld-qe-ep .- a-na Ld-qe-ep qì-bi-ma 8 ma-na KB ni-iš-ha-šu DIRI ša-du-a-šu ša-bu KB ša DAM. GAR ša a-na Ši-a-ma-tim IGI DlJG-a-hi u I[GI Ld-]qe-ep DUMU MAN_rša-du₁-e a-dí-na-ku-ni tam-ka-ru-um En-um-A -/šur lu-qU-tam ma-la ta-aŠ-a-ma-šu-ni a-na En-um-A-šur DUMU Ša-lim-A-šur dí-in-ma tí-ir-ta-ku-/nu le-zi-ba-am,"From Beliya to Ennam-Assur and Lii-qep; specifically to Li-qep: As to the 8 minas of refined silver - its import duty added, its transport tariff paid - silver belonging to a merchant, that I gave you for purchases with Tab-ahi and La-qep son of Puzur-sadu'e as witnesses- the merchant is Ennam-Assur. Any goods you have bought for him you must give to Ennam-Assur son of Salim- Assur, and let him leave me a message from you (plural).",AKT 6b.pdf
333. kt 94/k 1373,a-naA-mur-{d}UTU A-šur-DUG 90 Letters - u U-qe-pí-im qí-bi-ma um-ma En-urn-A -šur-ma 22 GU sfG.HI.A ku-nu-ki-a 94 maš-ki 10 ANSE.HI.A u u-nu-šu-nu ml-ma a-nim Ša-lim-ar-dí u Še-ep-Htar i-ra-dí-u-ni-ku-nu-tì a-ma-kam ša-ap-tam u maŠ-ki i-hu-ur-5í-im pí-ih-a-ma tu-ur-da-nim be-tam e-li-am ku-nu-ki-a pe-ti-a-ma i-na ta-ma-lci-ki-im 1/2 ma-na KB a-mu-ra-am u 1 ma-na URUDU SIG₅ ku-un-ka-ma u 1 TUG tì-ša-ba-am SIG₅ u-tu < ur- >tam ša a-na li-tab-Ší-a A-šur-DUG iq-bi-a-ni a-na 5í-mi-šu A-šur-DUG li-dí-na-ku-nu-tì-ma iš-tí KB a-na dì-na-ma lu-ub-lu-nim r u-ma-kal₁ lei i-bi-tu u du-ug-li bi-tam i-na ku-nu-ki-ku-nu ku-un-ka,"To Amur-Samas, Assuqab and La-qep Li-qep from Ennam-Assur: 22 talents of wool under my seal, 94 flee- ces, 10 black donkeys and their harness- all this Salim-wardi and Sep-IStar lead to you. Lock the wool and the hides in the store room there and send me the servants. Open the upper storey sealed by me, and seal in the tamalakku-container lh mina of checked silver and 1 mina of good copper; also, AssuHab should give you for sale 1 tišabu-textile of extra-fine quality which he promised me for my clothing, and then give it together with the silver to the ser- vants so they may bring it. They should not rest a single night. Also, as to the duglu-implementš, guard them. Seal the house with your own seals.",AKT 6b.pdf
334. kt 94/k 1101,"a-na En-urn-A -šur qi-bi-ma um-ma La-qe-ep-ma 22 GO sfG.HI.A Šlep-ŠŠtar u Ša-lim-ar-di u-ša-ni-qu-ni-a-tì u 94 maPki₁ im-nu-u [1/2] ma-na KB e. ku-nu-ki-ni a-ma-la '. 'k' tt-tr-tt- Še-ep-Ištar v, v u Ša-lim-ar-di na-aŠ-u-ni-kum u 10 ANSE u u-nu-šu-nu i-ra-di-u-ni-kum 1 ma-na <<na>> URUDU a-n[a] r qa₁-ti-šu-nu 92 Letters - Li-qep","To Ennam-Assur from Li-qep: Sep-IStar and Salim-wardi checked 22 ta- lents of wool for us, and they counted 94 fleeces. In accordance with your instructions Sep- !Star and Salim-wardi bring you 1/2 mina of silver. They also lead 10 black donkeys and their harness to you. We gave 1 mina of copper for their expen- ses.",AKT 6b.pdf
335. kt 94/k 1245,"22 GO sfG.HI.A 94 maš-ku 10 ANSE.HI.A a-ha-ma 12 u-ka-pu ša qa-ra-bi-tim "" , ' . s u u-nu-šu-nu ... mz-ma a-mm ku-nu-ki-a : a-na Ša-lim-ar-dì u še-ep-Htardp-qi-id a-ha-ma 8 GIN AN.NA 40 ší-pa-ra-tim 10 še-ni-in ša e. r lu 1 ša šì-ni-iš-tim 8 ma-ar-šu 10 mu-uŠ-ta-tum 2 ša ta-aš-ka-ri-ni SO ki-bu-na-nu 1S ša 1/3 G[IN] e-ba-du-ni 6 ku-li-ta-nu uša 1/3 GIN du-ug-li mz-ma a-nim a-na qa-ti-šu-nu a-di-in","talents of wool, hides, black don- keys, further 12 saddle-cloths from inside the house plus their harness - all this un- der my seal I entrusted to Salim-wardi and Sep-IStar. Further, 8 shekels of tin, 40 bronze pins, 10 pairs of shoes, for children and for women, 8 straps, 10 combs (2 of box- wood), SO kibundnuš, epattum worth 1/3 shekel, 6 kulitdnu-veššelš and for 1/3 she- kel duglu - all this I gave for them to di- spose over.",AKT 6b.pdf
