transliteration,translation,source
ana ša 2½ <PN>Mana</PN> x kaspam ṣarrupem u ṣibātēšu ša <PN>Adadā</PN> ḫabbulakkunni nikkassē nissima x <PN>Mana</PN> kaspam ṣarrupam u 1 kutānam ina pī ṭuppīšu ana <PN>Al-aḫim</PN> iddan aḫamma ana 1 <PN>Mana</PN> 7 šiqil ša šitta taḫsisātīa azakkaršuma išaqqalam maḫar <PN>Itūr-ilī</PN> mer'a <PN>Amur-Ištar</PN> maḫar <PN>Adadā</PN> ḫa-pu-dim maḫar <PN>Alulā</PN> mer'a <PN>Isālia</PN> 1 <PN>Mana</PN> 10 šiqil kaspam ište <PN>Alulā</PN> u x(d)UTU alqeu 6 ṣubātem qadum 1 ṣubātem ša <PN>Inaḫ-ilī</PN> iddinūni ana bētum kārem ana mišli ša abīni adi mala ta-az-me-ru-ni šumē abīni ina bētum kārem lu-up-ta-mā u mišli ša <PN>Abiā</PN> <PN>Idī-Ištar</PN> u <PN>Ennānum</PN> litaddiū abbā'ūa bēlūa attunu u šîttē kaspam ša i- bētum kārem i--šī-tù iḫdamma ša-dí-na-šu-nu 4 <PN>Mana</PN> kaspam ṣarrupam aḫamma 1 ṭuppum ša 1 <PN>Mana</PN> kaspam ina bētum i--…,"Concerning the 2½ minas of refined silver and its interest that Adada owes to you, we settled accounts and he must give x mina refined silver and 1  in accordance with the text of his tablet to Ali-ahum. Further, I shall formally state to him the 1 mina 7 shekels from my two memoranda, and he must pay. Witnessed by Itūr-ilī son of Amur-Ištar, by Atata the blind one, by Alulaya son of Isalia. I received 1 mina 10 shekels of silver from Alulaya and ...-Šamaš. I deposited at the office of the colony as a half-share of our father 6 textiles, including Enah-ilī's textile. Write our father's name in the office of the colony for what you account for them, and then Iddin-Ištar and Ennānum may deposit my father's (other) half-share. My dear fathers and lords, also, the remainder of the silver, whatever is left in the office of the colony - take care to make them pay that! 4 minas of silver, further, 1 tablet concerning 1 mina of silver in the house of ...",original
nikkassē maḫrīni <PN>Iddin-abum</PN> u <PN>Šalim-Aššur</PN> issiūma ana <PN>Mula</PN> 10 <PN>Mana</PN> ḫurāṣum šipkāt <PN>Issu-rīk</PN> ša ana <PN>Šalim-Aššur</PN> šapku bētum <PN>Ašdu</PN> u warkassa <PN>Iddin-abum</PN> kīma <PN>Issu-rīk</PN> ana <PN>Šalim-Aššur</PN> iddin bētum <PN>Ašdu</PN> u warkassa ša <PN>Šalim-Aššur</PN> maḫar <PN>Lāqēp</PN> maḫar <PN>Aguzā</PN> ana awâtem anniātem kārum <GN>Kaneš</GN> iddinniātima maḫar patar ša <GN>Aššur</GN> šēbuttīni niddin,"Iddin-abum and Šalim-Aššur settled accounts with us as witnesses. As compensation for 10 minas of gold, Issu-arik's investment that had been invested in Šalim-Aššur, Iddin-abum gave on behalf of Issu-arik Ašdu's house and its legacy to Šalim-Aššur. Ašdu's house and its legacy belongs to Šalim-Aššur. Witnessed by Lā-qēp, by Akuza. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ",original
<PN>Iddin-Suen</PN> mer'a <PN>Ibā</PN> ša ana <PN>Šalim-Aššur</PN> mer'a <PN>Issu-rīk</PN> rābiṣam e-ḫu-za-ni u ṭuppam ša ālem ana ša-sú-ḫi-šu il-qé-a--ni immigrūma nīš ālem ina <GN>Kaneš</GN> itmu'ū <PN>Iddin-Suen</PN> kīma aḫātīšu aḫīšu u aḫāt abīšu <PN>Iddin-Suen</PN> itma <PN>Šalim-Aššur</PN> ana ḫubul <PN>Ibā</PN> lā ituwwaršunūti aḫum ana aḫem lā itu''ar ana awâtem anniātem nīš ālem itmu'ū warḫem <PN>Ḫubur</PN> līmum <PN>Al-aḫum</PN> maḫar <PN>Ennānim</PN> mer'a <PN>Al-abim</PN> maḫar <PN>Aššur-nādā</PN> mer'a <PN>Arnuid</PN> maḫar <PN>Katātem</PN> mer'a <PN>Malaba</PN> maḫar <PN>Nūr-Suen</PN> mer'a <PN>Niraḫ-muttabbil</PN> u kunuk <PN>Iddin-Suen</PN> mer'a <PN>Ibā</PN> gallābum,"Iddin-Suen son of Ibaya who had hired an attorney against Šalim-Aššur son of Issu-arik, and had received a tablet from the City assembly about his extradition - (those two) settled (their differences) and swore an oath by the City in Kanesh. Iddin-Suen swore on behalf of his sister, his brother and his father's sister. Šalim-Aššur must not raise claim against them for Ibaya's debt. The two must not raise claim against each other. For this matter they swore the oath by the City. Month hubur, eponymy Ali-ahum. Witnessed by Ennānum son of Ali-abum, by Aššur-nādā son of Irnuid, by Katātum son of Malaba, by Nūr-Suen son of Nirah-muttabbil, and sealed by Iddin-Suen son of Ibaya, the barber.",original
umma x x x-mā ana <PN>Ḫānu</PN> u a--x x qibima ana <PN>Ḫānu</PN> qibima 5 kutānē ana ⅔ <PN>Mana</PN> lā 2 šiqil kaspam addinakkum kīma ⅓ <PN>Mana</PN> lā 2 šiqil kaspam abūka iddinam ⅓ <PN>Mana</PN> ana bētum kārem iddin ammākam ana abīka ta''er aḫamma 1 kusītam damiqtam ištu MU.1.ŠÈ addinakkum ⅓ <PN>Mana</PN> 5 šiqil kaspam ši'imša,From ... to hanu and A...; to hanu: I sold you 5  for ⅔ mina less 2 shekels of silver. Of that your father gave me ⅓ mina less 2 shekels of silver; he gave ⅓ mina to the office of the colony. Raise it with your father there. I furthermore gave you a year ago 1 fine robe. Its price was ⅓ mina 5 shekels of silver.,original
ana <PN>Amurrum-bānī</PN> <PN>Aššur-imittī</PN> <PN>Kuzizīya</PN> u <PN>Ennum-Aššur</PN> qibima umma <PN>Šalim-Aššur-ma</PN> 2 šulupkā'ē damiqtam 2 raqqatān damiqtam ša lubūšē ša abīni ište lubūšē ša x x x x ište <PN>Ennum-Aššur</PN> <PN>Kuzizīya</PN> ina [...] epšakkunni aḫḫūa attunu iḫdā,"To Amurrum-bāni, Aššur-imittī, Kuziziya and Ennam-Aššur from Šalim-Aššur: 2 -textiles of good quality, 2 thin textiles of good quality for clothing for our father with the clothes ... with Ennam-Aššur Kuziziya in ... as I have been made. My dear brothers, take care.",original
kunuk <PN>Tūram-ilī</PN> ana <PN>Ennum-Aššur</PN> u <PN>Šu-Kūbim</PN> mer'a <PN>Ennamānim</PN>,Sealed by Tūram-ilī; to Ennam-Aššur and Šu-Kūbum son of Ennam-Anum.,original
ana <PN>Kulīya</PN> qibima umma <PN>Ababa-ma</PN> ana mala pī našpartīka panītem 3 <PN>Mana</PN> kaspam ana <PN>Ennanātim</PN> <PN>Adin</PN> apputtum mīnum ša ana <PN>Ennanāt-Aššur</PN> kaspam tù-šī-ru-u ana lā-ni-šu ta-tí-ište-il lā bētam lā ša-ra-am īšu u kaspam tūššir apputtum ana mer'a ummiānem x-x x x x x x-x x xxxxxxx-x-be xxx mānaḫtī <PN>Būr-Ištar</PN> ša'il mimma ša a--dí-nu-šu-i--ni ana <PN>Aššur-ṣulūlī</PN> ina ṭuppem ša i--is-ku-ri-im lapput apputtum lā tašallaṭ ṭuppam ša bētum <PN>Bēlum-bānī</PN> našpartaka lillikam lu nu-šé-ṣí-šu aḫātka ana abīka mādātemma tātawu ina libbi abīka tù-šé-ṣa-kà lā tašallaṭ mimma lā tapallaḫ elānuka abūka lā īšu apputtum anniqī ša amuttem x x u KI.DU-ra-am <PN>Aššur-ṣulūlī</PN> x x x x x lublam,"Say to Kuliya, thus says Ababaya: Exactly as your previous letter stated I have given 3 minas of silver to Ennanatum. Please, what is this, that you released silver to Ennanat-Assur? You put trust in his outward appearance, but he as neither house nor child and still you released the silver! Please, to an independent trader [...]. [...] as for my misery / expenses, ask Bur-Istar (about it). All I gave him for Assur-sululi has been registered on a wax tablet. Please do not act highhandedly. As for the tablet of / in the house of Belum-bani - when your letter comes we will obtain its release. Your sister talks a lot to your father and she tries to make him forget you! Do not act highhandedly, you have nothing to fear since your father has nobody but you. Please, the rings of meteoric iron [...] and the [...], let Assur-sululi [take them along] to bring (them) to me.",original
x šiqil kaspam i- libbi <PN>Evari-muža</PN> 10 šiqil kaspam i- libbi <PN>Amur-Ištar</PN> 10 šiqil kaspam i- libbi <PN>Alua</PN> 7½ šiqil kaspam i- libbi <PN>Kizi</PN> 16½ šiqil kaspam i- libbi <PN>Ušuḫata</PN> 13½ šiqil kaspam i- libbi <PN>Araša</PN> ina ša <PN>tuḫtuḫāni</PN> išaqqal,x shekels of silver owed by Ewarimuša; 10 shekels of silver owed by Ṣilli-Ištar; 10 shekels of silver owed by Aluwa;,original
<PN>Abua</PN> rābiṣum u tamkārū <PN>Uṣur-ša-Aššur</PN> mer'a <PN>Aššur-mālik</PN> iṣbutūniātima ana bētum <PN>Uṣur-ša-Aššur</PN> ušēribūniātima maṣṣartī <PN>Uṣur-ša-Aššur</PN> tamkārūšu ina maḫrīni ipte'ūma ṭuppīšu ḫarrumūtem ušēṣiūnimma ina libbi ṭuppīšu ṭuppam ḫarmam ša 6 bilat annukum kunnukī ša ālem u 45 kutānē <PN>Šalim-Aššur</PN> ana <PN>Aššur-idī</PN> mer'a <PN>Sadā</PN> iddanma 1 bilat kaspam ṣarrupam <PN>Aššur-idī</PN> ana <PN>Šalim-Aššur</PN> išaqqal <PN>Šuma</PN> <PN>Aššur-idī</PN> mer'a <PN>Sadā</PN> laššu annukum u ṣubātē ana ša kīma <PN>Aššur-idī</PN> <PN>Šalim-Aššur</PN> iddan ṭuppum ḫarmum ša ḫubul <PN>Aššur-idī</PN> ina bētum <PN>Uṣur-ša-Aššur</PN> mer'a <PN>Aššur-mālik</PN> ina libbi ṭuppīšu eli'amma u ana <PN>Aššur-mālik</PN> mer'a <PN>Al-aḫim</PN> ipqidūšu ana awâtem anniātem kārum <GN>Kaneš</GN> iddinniātima maḫar patar ša <GN>Aššur</GN> šēbuttīni niddin maḫar <PN>Adadā</PN> mer'a <PN>Šu-Kūbim</PN> maḫar <PN>Šu-Aššur</PN> mer'a id-n,"Abuwa, the attorney, and the customers of Uṣur-ša-Aššur son of Aššur-malik seized us and led us into Uṣur-ša-Aššur's house, and his customers opened Uṣur-ša-Aššur's strong room with us as witnesses, took out his certified tablets, and (selected) from his tablets one certified tablet stating that Šalim-Aššur shall give 6 talents of tin sealed in the City and 45 -textiles to Aššur-idī son of Sadaya, and that Aššur-idī shall pay 1 talent of refined silver to Šalim-Aššur; if Aššur-idī son of Sadaya should be absent, Šalim-Aššur shall give the tin and the textiles to Aššur-idī's representatives. This certified tablet concerning Aššur-idī's debt appeared in the house of Uṣur-ša-Aššur son of Aššur-malik among his tablets, and thereafter they entrusted it to Aššur-malik son of Ali-ahum. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Atata son of Šu-Kūbum, by Šu-Aššur son of Iddin-Aššur; Aššur-rabi was on that very day our thir (witness partner). ",original
<PN>Lulu</PN> <PN>Ennum-Bēlum</PN> <PN>Pūšu-kēn</PN> <PN>Sasiā</PN> <PN>Ennum-Aššur</PN> mer'a <PN>Aninim</PN> <PN>Al-aḫum</PN> mer'a <PN>Sukkallīya</PN> <PN>Iddin-Kūbum</PN> mer'a <PN>Aššur-mālik</PN> <PN>Uṣur-ša-Aššur</PN> mer'a <PN>Agua</PN> <PN>Ili-ašranni</PN> <PN>Enlil-bānī</PN> mer'a <PN>Zazā</PN> <PN>Abazia</PN> mer'a <PN>Libbā</PN> <PN>Akukum</PN> <PN>Tūr-Aššur</PN> <PN>Ilī-nādā</PN> mer'a <PN>Aššur-nādā</PN> <PN>Suen-nādā</PN> mimma awīlū anniūtum ina puḫrem ina kārem <GN>Burušḫaddem</GN> ušbu umma šunuma ṣubātam šumšu mimma ana <PN>Ušinalam</PN> lā taddan,"Lulu, Ennam-Bēlum, Pūsu-kēn, Sasiya, Ennam-Aššur son of Anninum, Ali-ahum son of Sukkalliya, Iddin-Kūbum son of Aššur-malik, Uṣur-ša-Aššur son of Aguwa, Il-ašrannī, Illil-bāni son of Zaza, Abasiya son of Libbaya, Akuku, Tūr-Aššur, Ilī-nādā son of Aššur-nādā, Suen-nādā - all these men sat in the assembly in the Burušhaddum colony, and they said: Do not sell a single textile to Ušinalam!"" """,original
21 bilat 51½ <PN>Mana</PN> awīt <PN>Innā</PN> u tamkārem 5 <PN>Mana</PN> lā 4 šiqil dātum ištu ālem adi <GN>Kaneš</GN> ikšud 15 šiqil qaqqadātum 7 <PN>Mana</PN> niggallū ana tašiātem gamrū 1 emārīka ina <GN>Našilan</GN> imūtma 15 šiqil kaspam ašqulma aš'am kaṣṣārum imūtma <PN>Uṣur-ša-Ištar</PN> mer'a <PN>Ilum-imittī</PN> agur 10 šiqil kaspam ašqul 1½ manā ukultum 1 <PN>Mana</PN> muṭā' annak qātem ½ <PN>Mana</PN> takširtum 6 šiqil kaspam nisḫāt 6 emārēka ina <GN>Mamma</GN> ašqul 2 emārē ištu <GN>Mamma</GN> adi <GN>Unipsim</GN> agurma 3 šiqil kaspam ašqul,21 talents 51½ minas: the consignment-value of Innaya and the merchant. The fees from the City to Kanesh amounted to 5 minas less 4 shekels per talent.,original
1 kutānam <PN>Šuli</PN> mer'a <PN>Puzur-Abiḫ</PN> <PN>Al-aḫam</PN> aḫūšu ana <PN>Elamma</PN> uka''an <PN>Šuma</PN> lā uka''in kaspam ½ <PN>Mana</PN> <PN>Šuli</PN> ana <PN>Elamma</PN> išaqqal ištu ḫamuštem ša <PN>Aššur-mālik</PN> ṣallāmem kīma awāt kārem ana 1 manā'em ṣibtam uṣṣab līmum ša qātē <PN>Baziā</PN> mer'a <PN>Šēp-ālim</PN> warḫem <PN>Narmak Aššur</PN> ša kēnātem maḫar <PN>Irma-Aššūr</PN> maḫar <PN>Nar'am-Ea</PN> maḫar <PN>en-nam-Adad</PN> maḫar <PN>Rīm-Anim</PN>,"Šuli, son of Puzur-Abeh, will bring proof that Ali-ahum, his brother, owes 1 -textile to Elamma. If he does not bring proof Šuli will pay ½ mina of silver to Elamma. Starting from the week eponymy of Assur-mālik, the black one, he will add interest per mina according to the regulation of the colony. Eponymy of the successor of Baziya, son of Šēp-ālum, month III. Witnesses: Ir'am-Aššur, Nar'am-Ea, Ennam-Adad, Rimānum",original
31 kutānū ša <PN>Iddin-Suen</PN> 30 kutānū ša <PN>Aḫ-šalim</PN> 46 kutānū ša <PN>Ḫinnaya</PN> u <PN>Uṣur-Anim</PN> 21 kutānū ša <PN>Aššur-rē'ī</PN> 36 kutānū ša <PN>u-Ištar</PN> 28 kutānū ša <PN>Enna-Suen</PN> 24 kutānū ša <PN>Lāqēp</PN> 18 kutānū ša tamkārum 7 kutānū ula kankū 14 ṣubātem nisḫātum 17 ṣubātem a- šīmem,"31 -textiles of Iddin-Suen, 30 -textiles of Ah-šalim, 46 -textiles of hinnāya and Uṣurānum, 21 -textiles of Aššur-rē'ī, 36 -textiles of Šu-Ištar, 28 -textiles of Ennam-Suen, 24 -textiles of Lā-qēp, 18 -textiles of the merchant, 7 -textiles without seals, 14 textiles import-tax, 17 textiles as pre-emption. ",original
5 bilat weri ište <PN>Kurzīya</PN> u <PN>Šu-Nisaba</PN> ištu ḫamuštem ša <PN>Abī-ilī</PN> ana 4 ḫamšātem išaqqulu <PN>Šuma</PN> lā išqulu kīma awāt kārem ṣibtam uṣṣubū warḫem Allānātem līmum <PN>Āl-ṭāb</PN> 3 bilat 23 <PN>Mana</PN> weri ište <PN>Iliš-takkil</PN> 5 bilat weri ište <PN>Kura</PN> ūmūšu 1 warḫem etiqū 4 bilat weri ište <PN>Aššur-imittī</PN> ištu ḫamuštem ša <PN>Kuluklu</PN> ana 3 ḫamšātem išaqqal <PN>Šuma</PN> lā išqul kīma awāt kārem ṣibtam uṣṣab warḫem ša sarrātem līmum ša i- qātē <PN>Āl-ṭāb</PN> ilqeu ša mimma awīlē anniūtem ṭuppīšunu ḫarrumūtem ana <PN>Adadā</PN> mer'a <PN>Šar-Suen</PN> ezib maḫar <PN>Aššur-imittī</PN> maḫar <PN>Āl-ṭāb</PN> maḫar <PN>Aḫ-šalim</PN> mer'a <PN>Idī-Ištar</PN>,"5 talents of copper is owed by Kurziya and Šu-Nisaba. Reckoned from the week of Abī-ilī they are to pay within 4 weeks. If they have not paid (in time) they are to add interest according to the rule of the colony. Month Allanātum, eponymy Ali-ṭāb. 3 talents 23 minas of copper is owed by Iliš-tikal; 5 talents of copper is owed by Kura. His terms are overdue by 1 month. 4 talents of copper is owed by Aššur-imittī. Reckoned from the week of Kuluklu he is to pay within 3 weeks. If he has not paid (in time) he is to add interest according to the rule of the colony. Month Ša-sarrātim, eponymy he who took over from Ali-ṭāb. With respect to all these men I have left their certified tablets with Atata son of Šar-Suen. Witnessed by Aššur-imittī, by Ali-ṭāb, by Ah-šalim son of Iddin-Ištar. ",original
2 makūḫān ište <PN>Šu-Kūbim</PN> 1 naḫlaptam ana bēl ālem ana <PN>Buzuliya</PN> uka''il … 20 <PN>Mana</PN> weri ište <PN>ib-ni-Dudu</PN> x x ša <PN>a--mur-Dudu</PN> 8½ šiqil kaspam ište <PN>Suetata</PN>,2 -textiles due from Šu-Kūbum; 1 cloak for the lord of the town I offered to Buzuliya; 20 minas of copper due from Ibni-Šamaš the ... ... of Amur-Šamaš; 8½ shekels of silver due from Suettata.,original
kunuk <PN>Dadā</PN> mer'a <PN>Šu-Kūbim</PN> kunuk <PN>Ilī-tappā</PN> mer'a <PN>Aššur-ṭāb</PN> kunuk <PN>Aššur-rē'ī</PN> mer'a <PN>Aššuriš-tikal</PN> 1 <PN>Mana</PN> kaspam iṣṣēr <PN>Aššur-rē'ī</PN> mer'a <PN>Aššuriš-tikal</PN> <PN>Al-aḫum</PN> īšu warḫem ša sarrātem līmum ša qātē <PN>Aššur-imittī</PN> <PN>Malaḫum</PN> ⅓ manā ina šattem išaqqal <PN>Šuma</PN> ina mala ūmēšu ⅓ <PN>Mana</PN> kaspam lā išqul ½ šiqil ana ⅓ manā'em ṣibtam ina warḫem uṣṣab kunuk <PN>Kukuwa</PN> mer'a <PN>Mannum-kī-iliā</PN> kunuk <PN>Dadā</PN> mer'a <PN>Buzi</PN> kunuk <PN>Ilī-dān</PN> mer'a <PN>Iddi(n)-Aššur</PN> 21 bilat šāptam ša <GN>Kaneš</GN> ša ekallem <PN>Ennum-Aššur</PN> mer'a <PN>Šalm-Aššur</PN> ana <PN>Ilī-dān</PN> ina <GN>Kuburnat</GN> išaqqalma ṣuḫārū ša <PN>Ennum-Aššur</PN> <PN>Šalim-wardī</PN> 21 bilat šāpātem ina <GN>Kuburnat</GN> u-sà-na-aq-šu-mā emārū ša <PN>Ennam-Aššur</PN> šāpātem ana <GN>Tukuptu</GN> u-šé-ru-u ina rēš šāpātem ša išaqqulūšunni 6⅔ <PN>Mana</PN> kaspam liti damiqtam <PN>Ilī-dān</PN> mer'a <PN>Iddi(n)-Aššur</PN> ana <PN>Ennum-Aššur</PN> i--ša,"Seal of Dadaya son of Šu-Kūbum, seal of Ilī-tappā'ī son of Aššur-ṭāb, seal of Aššur-rē'ī son of Aššuriš-tikal. Aššur-rē'ī son of Aššuriš-tikal owes 1 mina of silver to Ali-ahum. Month Ša-sarrātim, eponymy after that of Aššur-imittī the skipper. He will pay ⅓ mina per year. If he has not paid ⅓ mina of silver when his term is up, he will add interest at the rate ½ shekel per ⅓ mina per month. Seal of Kukuwa son of Mannum-kī-iliya, seal of Dadaya son of Buzi, seal of Ilī-dan son of Iddin-Aššur. Ennam-Aššur son of Šalim-Aššur shall give 21 talents of wool from Kanesh, from the palace, to Ilī-dan in Kuburnat, Ennam-Aššur's servant Šalim-wardī shall check the 21 talents of wool in Kuburnat, and on Ennam-Aššur's donkeys they will have brought the wool to Tukubtu. From the capital on the wool that they are going to pay him, Ilī-dan son of Iddin-Aššur shall give 6⅔ minas of good -silver to Ennam-Aššur. If Ilī-dan has not paid Ennam-Aššur's representatives from the capital on the wool, he shall add interest at the rate 1½ shekels per month per mina. Seal of Šu-Anum son of Akuza, seal of Ennam-Aššur son of Puzur-Ištar, seal of Šamaš-bāni his brother, seal of Aššur-imittī, seal of Ali-Ahum son of Ennam-Dagān. Šamaš-bāni son of Puzu-Ištar owes 2 minas 15 shekels of good silver to Iddin-Aššur. Month Kuzallu, eponymy Ali-ahum. He will pay 1 mina 7½ shekels of silver in 8 months and 1 mina 7½ shekels in 4 months. If he has not paid he will pay interest in accordance with the rule of the colony. 4⅔ minas 5 shekels of silver is the debt of Iṭīb-šināti and his partners. I left the certified tablets in Kuburnat.",original
[...] u saḫertam ša <GN>Ḫattim</GN> ana ḫarrān suqinnem ana e-ra-bi-ni li ik nim šamnam sardam bi mā tù-ub-ša … liqeānem adi … lā tù-us-tí-… ba-ni-… [...] li-… taḫsisātēkunu liqeānemma,... and let him ... small goods from hattum to the Narrow Track when we arrive. Take olive-oil ... Take your memoranda for me and ...,original
1 mi'at akal <PN>Amur-Ištar</PN> 1 mi'at akal <PN>Aššur-imittī</PN> 1 mi'at akal <PN>Tupezi</PN> 1 mi'at akal <PN>Šu-Kūbum</PN> 50 akal <PN>Al-aḫum</PN> 50 akal <PN>Ennam-bēlī</PN> 1 mi'at akal <PN>Aššur-imittī</PN> mer'a <PN>Adā</PN> 1 mi'at akal <PN>Puzur-(d)a-šùr</PN> 50 akal <PN>Šalm-Aššur</PN> 50 akal <PN>Imdī-ilim</PN> 50 akal mer'a <PN>Ḫalabim</PN> 50 akal <PN>Buzazum</PN> 50 akal <PN>Lāqēp</PN> 1 mi'at akal <PN>Kurub-Ištar</PN> 1 mi'at akal <PN>Aššur-mālik</PN> 50 akal <PN>Aššur-ṣulūlī</PN> 50 akal <PN>Aninum</PN> 50 akal <PN>Aššur-rē'ī</PN> 1 mi'at akal <PN>Aššur-nādā</PN> 50 akal <PN>Ennam-Aššur</PN> mer'a <PN>Aḫiā</PN>,"100 breads Amur-Ištar, 100 breads Aššur-imittī, 100 breads Tupizi, 100 breads Šu-Kūbum, 50 breads Ali-ahum, 50 breads Ennam-bēlī, 100 breads Aššur-imittī, [son of Ataya, 100 breads Puzur-Aššur, 50 breads Šalim-Aššur, 50 breads Imdī-ilum, 50 breads the son of hali-abum, 50 breads Buzuzum, 50 breads La-qēp, 100 breads Kurub-Ištar, 100 breads Aššur-mālik, 50 breads Aššur-ṣulūlī, 50 breads Anīnum, 50 breads Aššur-rē'ī, 100 breads Aššur-nādā, 50 breads Ennam-Aššur, son of my brother",original
