entry_type,form,norm,lexeme,type,known_meaning,train_frequency,in_train_data,eBL
lexicon,ap-ni,abnē,abnu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abnu
lexicon,áb-ri-im,Abrem,Abru,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abru
lexicon,áp-ri-im,Abrem,Abru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abru
lexicon,áp-ší-i-ni,Abšeni,Abšeni,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abšeni
lexicon,áb-tí-ra-aḫ,Abtiraḫ,Abtiraḫ,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abtiraḫ
lexicon,a-bu,Abu,Abu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abu
lexicon,a-ḫu-wa-ḫi,Aḫu-aḫī,Aḫu-aḫī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-aḫī
lexicon,a-ḫu-a-ḫi,Aḫu-aḫī,Aḫu-aḫī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-aḫī
lexicon,a-ḫu-ú-kà,aḫḫūka,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-am,aḫiam,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,e-ḫu-zu-ma,ēḫuzūma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,e-ḫu-zu-ni-ni-ma,ēḫuzūninnima,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,lá-ḫu-za-ku-nu-tí,lāḫuzakkunūti,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,lu-ša-ḫi-iz-ma,lušaḫizma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,lu-ša-ḫi-iz-ni-a-tí,lušaḫizniāti,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ni-ḫu-úz,nēḫuz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ne-ḫu-úz,nēḫuz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,né-ḫu-úz,nēḫuz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ša-ḫi-za-ma,šāḫizāma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ša-ḫu-za-ni,šāḫuzāni,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ta-ḫa-za-ma,tāḫḫazāma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫu-zu-ni,ušaḫḫuzūni,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫi-zu-šu,ušaḫizūšu,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫi-zu-šu,ušaḫizūšu,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫi-zu-šu-ni,ušaḫizūšuni,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫi-iz-ma,ušāḫizma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫi-iz-ma,ušāḫizma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫi-zu,ušāḫizu,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,u-ša-ḫi-zu-šu,ušāḫizūšu,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,ú-ša-ḫi-zu-šu-ni,ušāḫizūšuni,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,uš-ta-na-ḫu-zu-ší,uštanāḫuzūši,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,e-ḫu-uz,ēḫuz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,tu-ša-ḫi-iz-ni-a-tí,tušaḫizniāti,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,a-ḫu-uz,aḫḫuz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,e-ḫu-uz-ma,ēḫuzma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,e-ḫu-úz-ma,ēḫuzma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,aḫ-za-ma,aḫzāma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,a-ḫu-úz,aḫḫuz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,aḫ-li-qú-ma,Aḫliqu-ma,Aḫliqu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫliqu
lexicon,a-ḫi-ša-gi-iš,Aḫī-šagiš,Aḫī-šagiš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫī-šagiš
lexicon,a-ḫi-ú-mar,Aḫi’umar,Aḫi’umar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫi’umar
lexicon,a-ḫi-a-a,Aḫiā,Aḫiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫiā
lexicon,a-ḫi-a-a,Aḫīya,Aḫiā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫiā
lexicon,a-ḫi-ta-ma,aḫītamma,aḫītamma,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫītamma
lexicon,a-ḫi-tám,aḫītam,aḫītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫītu
lexicon,a-ḫi-sà,aḫīssa,aḫītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫītu
lexicon,a-ḫi-ú-um,Aḫium,Aḫiu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫiu
lexicon,a-ḫi-am,aḫi'am,aḫiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫiu
lexicon,a-ḫi-um,aḫi'um,aḫiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫiu
lexicon,a-ḫi-a-am,aḫi'am,aḫiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫiu
lexicon,aḫ-lu,Aḫlu,Aḫlu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫlu
lexicon,a-ḫa-az-ma,aḫḫazma,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,a-a-ḫu-ú,Aḫu,Aḫu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu
lexicon,ŠEŠ,aḫu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-ni,aḫḫēni,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-ni,aḫīni,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-a-a,aḫḫūa,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-šu-nu,aḫīšunu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,ú-ša-ḫa-as,ušaḫḫaz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,a-ḫa,aḫa,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,ú-ša-ḫi-iz,ušaḫiz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,e-ḫu-úz,ēḫuz,aḫāzu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫāzu
lexicon,a-ḫa-wa-aḫ-ra-am,Aḫawaḫram,Aḫawaḫra,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫawaḫra
lexicon,a-ḫe-e-šu,aḫḫēšu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-šu-nu,aḫūšunu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-ú-ša,aḫūša,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-a-wi,Aḫuawi,Aḫuawi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫuawi
lexicon,a-ḫu-qá-ar,Aḫu-waqar,Aḫu-waqar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-waqar
lexicon,(m)a-ḫu-qar,Aḫu-waqar,Aḫu-waqar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-waqar
lexicon,a-ḫu-qar-ma,Aḫu-waqar-ma,Aḫu-waqar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-waqar
lexicon,a-ḫu-DU₁₀,Aḫu-ṭāb,Aḫu-ṭāb,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫu-ṭāb
lexicon,a-ḫu-ku-nu,aḫūkunu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-ku-nu,aḫīkunu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-ku-nu,aḫēkunu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-a-ḫi-im,aḫem,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-aḫ-kà,aḫka,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫa-kà,aḫaka,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-a-am,aḫiam,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫe-e-em,aḫem,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-u-a,aḫūa,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,aḫ-ḫi-kà,aḫīka,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-i-ni,aḫīni,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-ka,aḫūka,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-ú-kà,aḫūka,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,aḫ-i,aḫī,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ti-ma,adimma,aDāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aDāmu
lexicon,a-ḫi-ki-i,aḫīki,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,šé-šu,aḫīšu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-u-a,aḫḫūa,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫe-e-ni,aḫḫēni,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫi-i-ni,aḫḫēni,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,a-ḫu-šu-ú,aḫūšu,aḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aḫu
lexicon,ak-ta-lá-šu-ma,aktalaššuma,akālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=akālu
lexicon,ak-ta-lá,aktala,akālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=akālu
lexicon,a-kà-li-ki,akāliki,akālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=akālu
lexicon,a-ak,Ak,Ak,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Ak
lexicon,a-ḫu-e-a,Aḫuea,Aḫuea,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫuea
lexicon,a-ḫu-me-lá,Aḫumila,Aḫumila,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫumila
lexicon,a-ḫu-mì-lá,Aḫumila,Aḫumila,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫumila
lexicon,a-ḫu-ni-a,Aḫunia,Aḫunia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫunia
lexicon,a-ḫu-šu-ú,Aḫušu,Aḫušu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫušu
lexicon,A-ḫu-wa,Aḫua,Aḫuwā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫuwā
lexicon,a-ḫu-wa-a,Aḫuwāya,Aḫuwā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫuwā
lexicon,a-ḫu-wa-a-a,Aḫuwāya,Aḫuwā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫuwā
lexicon,a-ḫu-u-a,Aḫuwāya,Aḫuwā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫuwā
lexicon,a-ḫu-u-a,Aḫua,Aḫuwā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Aḫuwā
lexicon,a-i-qú-da-dí,Ai-qudadi,Ai-qudadi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Ai-qudadi
lexicon,wa-aq,Ak,Ak,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Ak
lexicon,a-kà-li-im,Akalum,Akalu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akalu
lexicon,a-ka-ka,Akaka,Akaka,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akaka
lexicon,a-ga-la,Akala,Akala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akala
lexicon,a-a-a-kà-kà-kà-la-la-la,Akala,Akala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akala
lexicon,a-kà-lá,Akala,Akala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akala
lexicon,a-kà-li-ú-ma-an,Akaliuman,Akaliuman,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akaliuman
lexicon,a-là-al-ú-ma-an,Akaluman,Akaliuman,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akaliuman
lexicon,a-kà-al-ú-ma-an,Akaluman,Akaliuman,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akaliuman
lexicon,a-kà-al-tí-im,akaltem,akaltu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=akaltu
lexicon,a-kà-al-tim,akaltem,akaltu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=akaltu
lexicon,a-ka-lum,Akalum,Akalu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akalu
lexicon,a-kà-lim,Akalum,Akalu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Akalu
lexicon,a-bi-ḫu,Abiḫu,Abiḫu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abiḫu
lexicon,a-bi-na-ra,Abinara,Abinara,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abinara
lexicon,a-da-gu₅-ru-um,adagurrum,aDaGurru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=aDaGurru
lexicon,(TÚG)a-ba-ar-ni,abarniē,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(TÚG)(.)(ḪI)(.)(A)a-bar-ni-e,abarniē,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(TÚG)a-ba-ar-ni-en,abarniēn,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-ba-ar-ni-a-im,abarniāem(?),abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,TÚG-a-ba-ar-ni-um,abarnium,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-bar-zi-zi-im,Abarsisim,Abarsisum,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abarsisum
lexicon,a-bar-sí-sí,Abarsisim,Abarsisum,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abarsisum
lexicon,a-bar-zi-im,Abarsim,Abarsu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abarsu
lexicon,a-ba-ri-im,abārem,abāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abāru
lexicon,a-ba-ri,abārē,abāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abāru
lexicon,a-ba-ri,abārī,abāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abāru
lexicon,a-ba-ta-na-nu-um,Abatanānum,Abatanānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abatanānu
lexicon,a-ba-ta-na-num,Abatanānum,Abatanānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abatanānu
lexicon,(TÚG)a-ba-ar-né-e-a,abarniēā,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-lá-da-ri-im,alādarem,alāduru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=alāduru
lexicon,a-bi₄-ka,abīka,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-ba-e-a,abbā'ēa,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,(d)IM-ra-bí,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(m)(d)IM.GAL,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IŠKUR-ra-bi-tum,Adad-rabitum,Adad-rabitu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabitu
lexicon,(d)IŠKUR-re-i,Adad-rē'ī,Adad-rē'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rē'ī
lexicon,(d)IM-SIPA,Adad-rē'ī,Adad-rē'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rē'ī
lexicon,(d)IŠKUR.SIPA,Adad-rē'ī,Adad-rē'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rē'ī
lexicon,(d)IM.SIPA,Adad-rē'ī,Adad-rē'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rē'ī
lexicon,(d)IŠKUR.SIPA-ma,Adad-rē'ī-ma,Adad-rē'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rē'ī
lexicon,(d)IM-re-ṣí,Adad-rēṣī,Adad-rēṣī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rēṣī
lexicon,(TÚG)a-bar-ni,abarniē,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(TÚG)a-bar-ni-e-kà,abarniēka,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-bi₄-na-ra,Abinara,Abinara,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abinara
lexicon,a-bi₄-i-a-a,abīa,abu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,a-pé-zi-a-šu,Abiziašu,Abaziašu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abaziašu
lexicon,a-ba-zu,Abazu,Abazu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abazu
lexicon,a-ba-zi,Abazi,Abazu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abazu
lexicon,a-ba-zu-ma,Abazuma,Abazu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abazu
lexicon,(m)a-ba-zu-ḫa,Abazuḫa,Abazuḫa,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abazuḫa
lexicon,a-ba-zu-ḫa,Abazuḫa,Abazuḫa,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abazuḫa
lexicon,(m)a-pá-zu-ḫa,Abazuḫa,Abazuḫa,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abazuḫa
lexicon,a-pá-ta-na-nu-ma,Apatanānumma,Abatanānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abatanānu
lexicon,a-pá-ta-na-nu-um,Apatanānum,Abatanānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abatanānu
lexicon,a-pá-ta-na-num,Apatanānum,Abatanānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abatanānu
lexicon,a-pá-ta-na-nim,Apatanānim,Abatanānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Abatanānu
lexicon,a-bar-ni-a-am,abarniam,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-ba-ar-ni-a-am,abarniam,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(TÚG)a-ba-ar-ni-a-am,abarniam,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(TÚG)a-ba-ar-ni-am,abarniam,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-ba-ar-ni-am,abarniam,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-bar-ni-an,abarniān,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(TÚG)a-bar-ni-an,abarniān,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(TÚG)a-bar-ni-e-ú,abarniū,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-ba-ar-ni,abarniē,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-ba-ar-né-e-a,abarniēā,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-bar-né-e,abarniē,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-bar-ni-ú-um,abarnium,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-bar-ni,abarniē,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,a-bar-ni-e-im,abarniem,abarniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=abarniu
lexicon,(d)IŠKUR-re-ṣí,Adad-rēṣī,Adad-rēṣī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rēṣī
lexicon,(d)IŠKUR-re-ṣi,Adad-rēṣī,Adad-rēṣī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rēṣī
lexicon,(d)IM-re-ṣí-ma,Adad-rēṣī-ma,Adad-rēṣī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rēṣī
lexicon,(d)IŠKUR-ré-ṣi,Adad-rēṣī,Adad-rēṣī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rēṣī
lexicon,(d)IM-na-ṣir,Adad-nāṣir,Adad-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-nāṣir
lexicon,(d)IŠKUR-na-ṣir,Adad-nāṣir,Adad-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-nāṣir
lexicon,IŠKUR-na-ṣir,Adad-nāṣir,Adad-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-nāṣir
lexicon,(d)IM-na-ṣir-ma,Adad-naṣir-ma,Adad-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-nāṣir
lexicon,(d)IŠKUR-na-ṣir-ma,Adad-naṣir-ma,Adad-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-nāṣir
lexicon,IŠKUR-na-ṣir-ma,Adad-naṣir-ma,Adad-nāṣir,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-nāṣir
lexicon,(d)IŠKUR-pa-lil,Adad-pālil,Adad-pālil,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-pālil
lexicon,(d)IŠKUR-pá-li-il₅,Adad-pālil,Adad-pālil,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-pālil
lexicon,(d)IŠKUR-pí-lá-aḫ,Adad-pilaḫ,Adad-pilaḫ,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-pilaḫ
lexicon,(d)IŠKUR-pì-la-aḫ,Adad-pilaḫ,Adad-pilaḫ,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-pilaḫ
lexicon,(d)IM-pì-la-aḫ,Adad-pilaḫ,Adad-pilaḫ,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-pilaḫ
lexicon,(d)IŠKUR-pí-lá-aḫ-ma,Adad-pilaḫ-ma,Adad-pilaḫ,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-pilaḫ
lexicon,(d)IŠKUR-pí-la-aḫ-ma,Adad-pilaḫ-ma,Adad-pilaḫ,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-pilaḫ
lexicon,(d)IŠKUR.GAL,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IŠKUR-re-be,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IM-GAL,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IŠKUR-ra-bi,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IŠKUR-ra-bi₄,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IM-ra-bi,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IM-ra-bi₄,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(m)(d)IŠKUR-GAL,Adad-rabi,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)IM-ra-bi₄-ma,Adad-rabi-ma,Adad-rabi,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-rabi
lexicon,(d)im-i-li,Adad-ilī,Adad-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-ilī
lexicon,(d)IM-ṣú-lu-li-ma,Adad-ṣulūlī-ma,Adad-ṣulūlī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Adad-ṣulūlī
