oa,english
"um-ma Pí-lá-ah-Ištar-ma a-na A-šur-ta-ak-lá-ku ù En-um-A-šur a-na En-um-A-šur qí-bi-ma áš-ta-na-me-ma a-na A-li-im ha-ra-kà a-dí ṭup-pí-im ša šu-mì DAM.GÀR lá-áp-tù-ni-ma iš-tí-kà i-ba-ší-ú ṭup-pá-am šu-a-tí a-šar a-na ša [ša]-zu-úz-tí-kà té-zi-bu-šu ša-hi-iz-ma [ù šu]-mì ša-zu-úz-tí-kà i-na [li-bi t]í-ir-tí-kà lu-up-ta-ma [šu-ma lá] šu-wa-tí-mì-in KB [x x]-lá-kum a-ta ú-lá [ta-áš]-ta-na-me ki-ma i-na [Ša-lá-]tù-ar sí-kà-tù-ni-ma [ù i-na] qé-ra-áb a-li-ma [i-na pu-ù]h-ri-šu-nu sí-hi-tù-ni-ma","From Pilah-Ištar to Aššur-taklāku and Ennam-Aššur; specifically to Ennam-Aššur: I keep hearing that you are going to the City. With respect to the tablet that was written in the name of a merchant and is with you, point out where you left this tablet with your representatives and then write the names of your representatives in your message, and if it was not for him the silver ... to you. Do you not keep hearing that there is warfare in Šalatuwar and within the city itself there is a revolt in their assembly, and ..."
"[x x x (x) ih]-[ta-na-ṭá a-na] hi-ṭim [x x x x x (x)] i-[tù]-ru-ma [x x x (x) a-n]a-kam m[u-hu]-ur-šu-nu-ma [...] tí-ni [...]-na [ú-]lá [x x x] [hi] [x] [ta] nam ú-lá [x x x]-mì a-na-ku ú a-ta [x x x] i-na ṭup-pí-i[m ša š]u-mì DAM.GÀR lá-áp-t[ù 1] ITI.KAM iš-tí-in ú-lá ší-na wa-ar-hu e e-tí-qú-ma ṣí-ib-<tum> [...] i [x] ša ki-ma [...] im-[ha-]aṣ [x u4-m]ì-im iš-tí-in lá té-pá-áš","he keeps committing sins ... they have come back to sin ... approach them there ... I and you ... in the tablet that was written in the name of a merchant, not a single or two months must be overdue so interest ... he hit ... do not make in a single day."
"um-ma Pí-lá-ah-Ištar-ma a-na En-um-A-šur qí-bi-ma a-šu-mì KB ša DAM.GÀR ša a-na-kam a-na A-lu-la-a tù-ša-zi-<za->-ni A-lu-lá-a wa-ar-ki-kà-ma ha-ra-šu i-ta-lá-ak iš-tù 45 u4-me KB im-qú-tá-ma i-ba-ší šu-ma sá-ah-ra-tí tí-ir-ta-kà li-li-kam-ma a-šar ta-ša-pá-ra-ni KB lá-áš-qú-ul ú-lá a-na hu-ša-hi-a KB lu-pá-ni KB lá kà-ṣú-ud","From Pilah-Ištar to Ennam-Aššur: Concerning the merchant's silver for which you made me guarantee here to Alulaya, Alulaya later went on a trip after you. 45 days ago the silver arrived and is ready. If you are delayed, send word and I shall pay the silver where you write. Otherwise let me set it aside for my own needs. The silver should not be idle."
"um-ma Pí-lá-ah-Ištar-ma a-na En-um-A-šur qí-bi4-ma a-na 6 5/6 ma-na KB ša a-na DAM.GÀR ba-bu-lá-ku-ni a-na-kam-ma tù-na-hi-da-ni um-ma a-ta-ma KB ša i-ma-qú-tá-ku-ni a-na ša-nim lá tù-pá-na a-na A-lu-lá-a ki-ma DAM.GÀR šu-qú-ul 15 u4-me lá i-li-ik KB im-qú-ta-ma A-lu-lá-a a-na-kam lá-šu-ma KB a-dí u4-mì-im a-nim i-ku-nu-ki-šu i-ba-ší","From Pilah-Ištar to Ennam-Aššur: Here you instructed me about the 6 5/6 minas of silver that I owe to the merchant, and you said: ""Whatever silver falls to you, do not set that aside for any other person; pay it to Alulaya on behalf of the merchant."" Before 15 days had gone by silver fell into my hands, but Alulaya was not here, so the silver remains to this day under his seal."
"a-dí ší-ni-šu ú 3 šal-ší-šu tí-ir-tí i-li-kà-kum ú i-pì-a tí-ra-tim áš-[ta]-pá-ra-kum ta-áš-pu-ra-am um-ma a-ta-ma KB iš-tí-kà-ma li-bi4-ší li-ba-kà [lu] i-de8 ki-ma iš-tù 4 ITI.KAM KB a-šu-mì-kà kà-ṣú-du u4-ra-ni a-ta-lá-ak KB a-ša ki-ma i-a-tí e-zi-ib","2 or 3 times I have sent word to you, and I have sent you oral messages, and you answered: ""Let the silver remain in your possession."" You certainly know that the silver has been held up for 4 months in your name. Tomorrow I shall leave. I have left the silver with my representative."
"um-ma A-lá-a-ma ù Šé-ep-Ištar-ma a-na tám-kà-ri-im qí-bi4-ma 6 5/6 ma-na KB ší-<im->tám ni-il5-qé a-ha-ma ṣí-ib-tám 2/3 ma-na 1 GÍN KB ša 4 ha-am-ša-tim 12 GÍN ki-ib-sà-tim «ša» ša 6 ma-na KB 5 1/4 GÍN [ŠÀ].BA ab-num ša É kà-ri-im ŠUNIGIN 5/6 ma-na 8 1/4 GÍN KB a-ṣé-er ší-im-tim iṭ-hi-i i-na ke-ni-im a-na KB ša li-bi4-kà 1/3 ma-na 4 1/2 GÍN KB Pí-lá-ah-Ištar DUMU A-šur-SIPA ik-lá","From Alaya and Šēp-Ištar to the merchant: We took the agreed amount of 6 5/6 minas of silver. Further, interest of 2/3 mina 1 shekel of silver; for 4 weeks 12 shekels: deductions; on 6 minas of silver: 5 1/4 shekels. Specified with the colony's weight stone. In all, 5/6 mina 8 1/4 shekels of silver he transferred to the agreed amount. Truly, Pilah-Ištar son of Aššur-rē'i held 1/3 mina 4 1/2 shekels back on the silver in your possession."
"um-ma A-lá-a-ma 1/3 ma-na KB a-na hu-bu-li-kà a-na En-um-A-šur DUMU Šu-dEN.LÍL áš-qúl 5 GÍN KB Šé-ep-Ištar il5-qé a-ma-kam lu-ba-li-ṭá-ku-um 7 ma-na KB ku-nu-ki-ni A-šur-e-nam DUMU dUTU-ba-ni na-áš-a-ku-um a-hi a-ta ki-ma KB ta-al-qé-ú-ni ṭup-pá-am ša hu-bu-li Pí-lá-ah-Ištar a-na A-šur-e-nam dí-in-ma ṭup-pá-am a-ṣé-ri-a šu-up-ra-nim-ma ṭup-pu-ú KI ki-lá-lá-[x] li-mu-tù ú KB a-šu-mì Pí-lá-ah-Ištar GÁN-lam5 e-tí-iq","From Alaya: I have paid 1/3 mina of silver on your debt to Ennam-Aššur son of Šu-Illil. Šēp-Ištar took 5 shekels of silver. Let him make it up to you there. Aššur-ennam son of Šamaš-bāni brings you 7 minas of silver under our seals. My dear brother, when you have received the silver give the tablet concerning the debt of Pilah-Ištar to Aššur-ennam, send the tablet to me so I can nullify the tablet with them both; also, the silver passed overland in the name of Pilah-Ištar."
"KIŠIB En-na-Sú-in DUMU I-dí-a-bi-im KIŠIB A-šur-ta-ak-lá-ku DUMU I-ku-nim KIŠIB Pí-lá-ah-Ištar DUMU A-šur-SIPA","Seal of Enna-Suen son of Iddin-abum, seal of Aššur-taklāku son of Ikūnum, Pilah-Ištar son of Aššur-rē'i."
"6 5/6 ma-na KB ṣa-ru-pá-am i-ṣé-er Pí-lá-ah-Ištar DUMU A-šur-SIPA DAM.GÀR i-šu-ú iš-tù ha-mu-uš-tim ša En-na-Sú-in DUMU Ku-ra-ra a-na 7 ha-am-ša-tim KB i-ša-qal šu-ma i-na ma-lá u4-me-šu KB lá iš-qú-ul 1 1/2 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb ITU.1.KAM áb-ša-ra-ni li-mu-um Šu-Sú-in DUMU Ba-bi-lim","Pilah-Ištar son of Aššur-rē'i owes 6 5/6 minas of refined silver to the merchant. Reckoned from the week of Enna-Suen son of Kurara he will pay back the silver in 7 weeks. If he has not paid back at the completion of his term, he will add interest at the rate 1 1/2 shekel per month per mina. Month Ab-šarrāni, in the eponymy Šu-Suen son of Babilum."
"3 GÍN KB a-na Šu-Ištar DUMU Ma-li-ki-il5-šu áš-qúl 2 1/2 GÍN KB a-na a-lá-ni ša-ar-ša-ra-ni áš-qú-ul-ma a-na Mu-za a-dí-in 2 GÍN KB ší-im 2 iš-ra-tim a-na A-šur-ma-lik DUMU Lu-zi-na mì-ma a-nim a-šu-mì Ku-da-tim ú-ša-qi-il5","I paid 3 shekels of silver to Šu-Ištar son of Malik-ilišu. I paid 2 1/2 shekels of silver for a šaršarānu-measure of acorns and gave them to Muza. 2 shekels of silver, the price of 2 belts for Aššur-malik son of Luzina. All this I paid on behalf of Kudātum."
"a-na En-um-A-šur qí-bi-ma [um-ma] A-mur-Ištar[-ma] a-na-kam [(...)] a-na Ša-l[á-tù-wa-ar] a-li-kum kà-lá i-na Wa-ah-šu-ša-na wa-áš-ba-ku a-dí a-wa-tum ša Ša-lá-t[ù-wa-ar] i-za-ku-a-n[i] Wa-ša-na-[lam] a-na Ša-lá-[tù-wa-ar] wa-ṣí tí-[ir-ta-kà] li-li-k[am-ma] a-šar ma-lá-k[i-im] mì-il5-kà-ni šu-ma a-wa-tum i-za-[ku-wa] a-na ma-lá tí-ir-tí-kà e-ra-áb","To Ennam-Aššur from Amur-Ištar: Here the traveling party has been stopped on the way to Šalatuwar. I am staying in Wahšušana. Until the matter of Šalatuwar has been cleared up, Wašanalam has left for Šalatuwar. Send me word and decide what there is to decide for me. If the matter is cleared up, I shall enter in accordance with your instructions."
"a-na En-nu-um-A-šur KIŠIB A-mur-Ištar 3 ma-na URUDU ú 2 GÍN [K][B] [a]-x x x [...]","To Ennam-Aššur; seal of Amur-Ištar. 3 minas of copper and 2 shekels of silver ..."
"a-na En-nu-um-A-šur qí-bi-ma um-ma A-mur-Ištar-ma a-ma-lá té-er-tí-kà ša [ta-áš-pu]-ri-ni a-na-kam Ma-ma-hi-ir a-dí ma-lá [ú ší-ni-šu] ú-pá-tí-šu-ma um-ma šu-ut-ma me-er-ú [a-we-lim] ma-da-tù-nu [En]-nu-um-A-šur le-tí-qá-ma [KB]-ku-nu le-qé-a-ma ú ṭup-pá-am [ša] ku-nu-ki-ku-nu [a-][En-na-nim] ša ki-ma [x]-šu-ba-ì-lí ú a-na [i-a-tim a-ṭá-hi-ma] [x x]-kà-ni ma-lá [lá] a-ša-[x x] 1/3 ma-na / 3 GÍN KB [ku-nu-ki-a] Šu-lu-um-ur-dí [na]-áš-a-kum","To Ennam-Aššur from Amur-Ištar: In accordance with your instructions that you sent me I have here once or twice informed Man-mahir, and he said: ""You are many sons of the man. Let Ennam-Aššur come, take your silver and then I shall transfer the tablet with your seals to Ennānum, the representative of ...-ili ... and to what is mine and ... 23 shekels of silver Šalim-wardi brings to you under my seal."
"3 GÍN KB i-li-<-bi-> A-lá-hi-im 2 1/2 ma-na ma-sí-am Dam-qá-a a-bi a-ta be-lí a-ta šu-ma lá ku-a-tí a-bi4 ša-ni-am [ú]-lá i-šu et-qám-ma [K.]B 1 ma-na bu-lá-tí-kà a-ni qá-at-kà li-iṣ-ba-at 10 ma-na URUDU a-na Ha-nu a-ší-a-ma-tim a-dí-in a-na-kam URUDU lá ak-šu-dam um-ma šu-ut-ma i-Du-ur-hu-mì-it [lá-dí-in] 10 ma-na [URUDU] ma-sí-am","3 shekels of silver, owed by Ali-ahum; 2 1/2 minas of washed copper: Damqaya. My dear father and lord, if it were not for you I would have no father. Travel here so you personally now may seize hold of every mina of silver of your assets. I gave 10 minas of copper to Hanu for purchases. I did not obtain copper here. He said: ""I shall sell it in Durhumit. 10 minas of washed copper ..."""
"a-na En-na[m-A-šur] I-ku-nim DUMU E-[lá-lí] ù Amur-Ištar DU[MU ...] KIŠIB A-šur-[ma-lik] DUMU I-ku-p[ì-a]","To Ennam-Aššur, Ikūnum son of Elāli and Amur-Ištar son of ...; sealed by Aššur-malik son of Ikūn-piya."
"a-na En-nam-[A-šur] I-ku-nim ù A-mur-Ištar qí-bi-ma um-ma A-šur-m[a]-l[ik-ma] a-ma-kam Be-lí-DÙG ṣa-áb-ta-ma šé-ri-a-nim šu-ma a-lá-kam lá i-mu-a ší-pí-a-šu-ma ù a-na ig-ri li-mur dí-nam lam-«mì-»nam i-ṣé-er I-ku-pì-a šu-uk-na ur-dum lá i-ha-liq ih-da","To Ennam-Aššur, Ikūnum and Amur-Ištar from Aššur-malik: Seize Bēli-ṭāb there and conduct him here. If he refuses to come, question him and then let him look for hire with others. Impose a heavy verdict on Ikūn-piya. The slave must not be lost. Take care!"
"[a]-na E[n-um-A]-šur qí-bi4-ma um-ma A-mur-Ištar-ma a-na-[kam] DAM.GÀR-ru ša A-bu-ša-lim i-li-bi4 A-šur-i-dí a-hi-šu 1 1/2 ma-na 6 GÍN KB iṣ-bu-tù ù a-na-ku KB IGI 2 qá-dí-ma DAM.GÀR-ri aṣ-ba-at ù a-na kà-ri-im tám-kà-ru-šu i-li-<ú->ma um-ma šu-nu-ma KB a-na-kam-ma ni-lá-qé","To Ennam-Aššur from Amur-Ištar: Abu-šalim's customers have seized 1 1/2 mina 6 shekels of silver from his brother Aššur-idi here. And I have personally seized silver before 2 witnesses together with the customers. Then his customers went up to the colony and said: ""We shall take the silver here."""
"i-na dí-in kà-ri-im KB a-na Kà-ni-iš KB iš-tí A-šur-i-dí i-lá-ak-ma a-na ṭup-pì-šu e-ta-ú ù i-a-tí 2/3 ma-na 5 GÍN KB ha-bu-lam mì-ṣí-ma KB le-qé a-na-kam ṭup-pá-am ša ší-bi4-a ha-ar-ma-am [ú-k]à-al a-na [Š]a-lá-tù-ar [x x x x x]-nu [u4]-ma-kál lá a-sà-hu-ur [i]š-tí ṣú-ha-ri a-ta-lá-kam","According to the verdict of the colony the silver will go to Kanesh with Aššur-idi and they will discuss on the basis of his tablet. Also, to me he owes 2/3 mina 5 shekels of silver. Take the silver on your own responsibility. I hold a certified tablet with my witnesses here. ... to Šalatuwar ... I must not be delayed a single day. I shall come with the servants."
"KIŠIB ša ki-m[a ku-a-tí] a-na En-um-[A-šur] um-ma A-šur-ma-[sú-i-m]a áš-ku-ma a-lá-ni-[...] lá tù-šé-ba-lá-[am ...] a šé-bi4-lam ba-[ra-...]","Sealed by your representatives; to Ennam-Aššur. From Aššur-massu'i: ... I set ... and you do not send ... send ..."
"um-ma ša ki-ma ku-wa-tí-ma a-na En-um-A-šur qí-bi4-ma 21 GÚ 40 ma-na URUDU 1 GÚ 28 ma-na URUDU SIG5 ku-nu-ki-ni Ša-lim-wa-ar-dim i-ra-dí-a-kum 21 GÚ 30 ma-na URUDU i-na ma-ṣa-ar-tim nu-šé-ṣí 3 GÚ URUDU ší-kam Ša-lim-wa-ar-dim i-dí-ni-a-tí ma-lá i-na ba-áb-tí-kà il5-ta-qé-ú a-ma-kam lu-ba-li-ṭá-kum","From your representatives to Ennam-Aššur: Šalim-wardi leads 21 talents 40 minas of copper and 1 talent 28 minas of good copper under our seals to you. We brought out 21 talents 30 minas of copper from the safe. Šalim-wardi gave us 3 talents of šikku-copper. He will credit you there with as much as he received from your outstanding claims."
"a-ma-lá na-áš-pè-er-tí-ni pá-ni-tim URUDU ša ma-ṣa-ar-tim 20 ma-na i-tí-ir a-ma-lá tí-ir-tí-kà ni-iš-ta-al-ma na-áš-ME-er-ta-kà ša <a-> kà-ri-im tù-šé-bi4-lá-ni ki-ma i-na ṭup-pì-kà a-wa-tum 2 ší-ta ú 3-áš da-na-tim ta-al-pu-I.Á-ni lá nu-uš-ta-áš-me-ší um-ma né-nu-ma sú-ra-am e nu-ša-al-qé-šu-nu na-áš-pè-er-ta-kà i-ba-ší i-na a-lá-ki-kà e-na-na-tim e-ri-iš-ma e-nu-nu-ni-kum","In accordance with our previous missive about the copper from the safe 20 minas were in excess; in accordance with your instructions, we took counsel, and as for your missive that you sent to the colony, since you wrote 2 or 3 harsh words in your letter, we have not let it be heard. We thought: ""We must not allow them to take offense!"" Your missive is still here. When you come, ask for clemency, and they will be lenient with you."
"ša-áp-ra-tum ša DUMU Puzur4-A-na a-šar Šu-Ištar i-ba-ší-a tí-ir-ta-kà li-li-kam qá-tum a-na 1 GÚ 10 ma-na ta-dí-in","The pledges from Puzur-Anna's son are with Šu-Ištar. Send word. The share has been sold for 1 talent 10 minas."
"u[m-m]a A-šur-ma-[sú]-wi-ma a-na [A-šu]r-na-da [ù En-nam]-A-šur qí-bi4-ma a-na En-nam-A-šur qí-bi4-ma [DAM] A-šur-na-da lu-[ṭá]-ib-kà 5 GÍN KB a-na lu-bu-ší-ša [ù] [e]p-ri-ša a-na [M]u-lá i-ta-dí-ší-im [a]-ma ša šé-bu-lim ú-šé-ba-lá-ku-um-ma KÙG-áp-kà šu-ta-bi4 ṭup-pì-a ša-ṣí-ir té-er-ta-kà [za-ku]-tám iš-tù [A-li]m a-ša-pá-ra-kum [x][...] e-ni-[...]","From Aššur-massu'i to Aššur-nādā and Ennam-Aššur; specifically to Ennam-Aššur: Aššur-nādā should satisfy you with regard to the wife. Give regularly 5 shekels of silver for her clothes and her provisions to Mula. I shall send what there is to send to you, so you can be satisfied with the silver you are entitled to. Guard my tablets. I shall send you a complete report from the City. ..."
"5 GÍN KB 1 na-ru-uq ŠE-am a-na Mu-la GEME ša A-šur-ma-sú-i En-um-A-šur i-dí-in um-ma En-um-A-šur-ma KB ù ú-ṭá-tám ta-al-qí-i a-dí mu-ut-ki i-lá-kà-ni a-na É bé-tí-šu ù a-ma-tí-šu lá ta-ṭá-hi-i","Ennam-Aššur gave 5 shekels of silver and 1 sack of barley to Mula, Aššur-massu'i's maid. Ennam-Aššur said: ""You have received the silver and the grain. Until your husband arrives you are not to touch his house and his slave-girls."
"šu-ma a-na bé-tí-šu ù am-tí-šu ta-ṭá-«i-»hi-i 5 GÍN KB ù na-ru-uq [ŠE]-am um-mì-ki ù a-h[u-ki] KB ù ŠE-a[m] ú-ta-ru-ni[m] um-ma um-ma-ša [ù] [a-hu-ša] nu-ta-ra-[kum] IGI A-šur-na-da IGI A-šur-i-dí-in IGI Ta-ar-hu-a-lá IGI Ší-li-ú-ma-an","If you have touched his house and his slave-girls, your mother and your brother must return the 5 shekels of silver and the sack of barley."" Her mother and her brothers said: ""We shall return it to you."" Witnessed by Aššur-nādā, by Aššur-iddin, by Tarhuala, by Šiliuman."
"a-na A-šur-ma-sú-i Šu-Ku-bi-im ù A-lu-wa a-n[a] A-šur-ma-sú-i qí-bi-ma um-ma En-um-A-šur-ma a-na-kam ta-aq-bi-am um-ma a-ta-ma i-na na-ba-tí-a 5 GÍN KB a-na ší-im ṣú-ba-tí-kà a-na Mu-lá am-tí-a iš-tí ṣú-ha-ri-kà ú-šé-ba-lá-kum TÚG ša-am-ší-im ù a-dí a-lá-kà-ni ep-ri-ša i-ta-dí-ší-im","To Aššur-massu'i, Šu-Kūbum and Aluwa; specifically to Aššur-massu'i from Ennam-Aššur: You spoke to me here, saying: ""In my ... I shall send you 5 shekels of silver for the price of your textile to my maid Mula with your servant. Buy her a textile, and until I come give her provisions regularly."""
"A-lu-wa ta-áš-pu-ra-am um-ma a-ta-ma 5 GÍN KB i-na ra-mì-ni-kà dí-ší-im 5 GÍN KB a-ma-lá ta-áš-pu-ra-ni i-ra-mì-ni-a a-dá-ší-im a-ṣé-er 5 GÍN KB ša A-šur-DÙG ù ší-im ṣú-ba-tí-a ša ta-al-ta-áb-šu ma-lá i-ší-im ṣú-ba-tí-a a-ṣé-er 5 GÍN tù-ra-du-ú IGI Šu-Ku-bi-im a-na A-lu-wa wa-dí-ma [dí-in-][ma] iš-tí Hu-du-be-lí li-[li-kam] ra-qá-tám SIG5 iš-tí A[-lu-wa] šé-bi-lam ú ma-lá [...] a-na [Mu-lá-]a t[ù-...] [x x x x x] a-n[a ...] u[m x x x x] [ha] [...]","You wrote with Aluwa, saying: ""Give her 5 shekels of silver of your own money."" I shall give her 5 shekels of silver of my own money, as you wrote me. In addition to the 5 shekels of silver from Aššur-ṭāb plus the price of my textile that she put on, announce to Aluwa with Šu-Kūbum as witness how much you will add to the 5 shekels for the price of my textile, and give it, so it may come with Hudu-bēlī. Send me a fine thin textile with Aluwa and as much ... to Mula ..."
"ú uš-[x x x x] ú šu-ar[x x x] [i] [...] sà-hi-ir-tám ki e ta ma ša tí x a-na a-wa-tum mì-šu ša lá ta-áp-tí-a-ni um-ma a-na-ku-ma li-bi4-ki lá i-là-mì-i[n] lu-bu-ša ú ep-ri-ša a-ta-na-dí-na tí-ir-ta-kà [li-li]-kam-ma","... small goods ... ... why have you not informed me? I said: ""He must not make you angry."" I keep giving her clothes and provisions. Send me word, and ..."
"a-na Šu-Ta-mu-zi E-lá-a A-šur-ma-sú-wi ù En-um-A-šur a-na A-šur-ma-sú-wi qí-bi4-ma um-ma En-um-A-šur-ma a-na-kam a-dí 5-ší-šu ù iš-ri-šu ta-áp-nu-a-ma um-ma a-ta-ma [a-]hi a-ta i-na qá-tim e-ri-tim lá wa-áš-ba-ku-ma lá a-ha-li-iq KB 2 ma-na KB ú e-li-iš [dí]-na-ma e-in A-šur ù e-in a-ha-tí-a kà-li-mì-ma ú a-dí ba-al-ṭá-[ku-]ni ú-lá a-ma-ší-k[à ke-]na a-wa-tum ša IGI A-šur ù i-li a-ba-e-ni ta-ta-ma-a-ni-ni","To Šu-Tammuzi, Elaya, Aššur-massu'i and Ennam-Aššur; specifically to Aššur-massu'i from Ennam-Aššur: Here you confronted me five or ten times, and you said: ""My dear brother, let me not stay with empty hands and perish! Give me at least 2 minas of silver, preferably more, show me Aššur's eye and the eye of my sister, then as long as I live I shall never forget you."" Yes, these were the words you swore to me before Aššur and our fathers' god."
"i-na ku-ur-ṣí-im áp-tù-ur-ma ù i-a-tí [iš]-tí ṣa-bi-im 5 ú e-li-iš tù-uš-ta-ar-ší-a-ni-ma [a-]ma um-me-a-ni a-bi-a sí-ki ú-kà-lu-ú a-na É bé-tí-kà ú-lá ú-ta-ší-ru-ni ša a-dí bé-tí-kà KB a-dí-na-ku-ni-ma e-ni-kà áp-té-ú a-ta té-ta-áp-ša-ni-ni DINGIR-lúm lu i-de8 ša i-na ú-tí-i-tim e-tí-ru-kà-ni a-ta gi-mì-li tù-ta-er a-ha-ma 1 ma-na KB ší-im Tí-il5-tí-tí-iš ù me-er-i-tí-ša a-ší-tí ta-dí-na-kum Tí-il5-tí-tí-iš i-na É be-tí-a ta-qá-nam lá ta-mu-a ù iš-kà-ra-am e-pá-ša-am lá ta-mu-a ú ša-ba-áš pá-ni pí-ša-tí-kà tù-ma-na","I released you from your bonds, but then it was me you made to suffer with 5 men or more, and now, my father's investors detain me! They have not granted me access to your house. While I gave you silver for your house and opened your eyes, you have done this to me! May the god know that I saved you from darkness and you repaid me thus! Moreover, my wife gave you 1 mina of silver as the price of Tiltitiš and her daughter, but you refused to let Tiltitiš be installed in my house and carry out the work load; instead, with an angry face you recount your calumnies."
"a-ha-ma 5 GÍN KB ú 2 na-ru-uq GIG a-na Mu-lá-a a-ší-tí-kà a-dí-in ù a-ma-at a-bi-kà a-dí ṣú-ha-ar-tim u4-mì-ša-ma i-a-tí ú ku-a-tí ta-na-za-am um-ma a-ta-ma mì-ma pu-ru-i lá ta-ša-[kan] šé-bu-lá-tim ú-šé-ba-lá-ší-im 3 GÍN KB ú 1 na-ru-uq GIG a-dí-ší-im i-ša-at-kà e ta-li-ak tí-ir-ta-kà li-li-kam-ma Tí-il5-tí-tí-ša ú-lá IR-a-a a-ší-mì-im lá-dí-ší-ma KB-pì lá-al-qé lu-mu-un li-bi-im ša-ni-am GAL lá ta-ra-ší-am a-ṣé-er ša ki-ma ku-a-tí tí-ir-ta-kà li-li-kam-ma a-be-tí-kà lu-šé-ru-ni","Also, I gave 5 shekels of silver and 2 sacks of wheat to your wife Mula, and your father's maid rages against me and you every day over the girl. You said: ""Do not abuse me! I shall send her the shipments."" I gave her 3 shekels of silver and a sack of wheat. Do not lick your fire! Send word so I can sell Tiltitiš or my slave and collect the silver. Do not become very angry with me again! Send word to your representatives, so they grant me access to your house."
"a-na DINGIR-mu-ta-bi-il5 ù A-lu-a qí-bi-ma um-ma En-um-A-šur-ma a-na DINGIR-mu-ta-bi4-il5 qí-bi-ma iš-tù ha-muš-tim ša I-tur4-DINGIR DUMU A-mur-Ištar ITU.KAM a-[la]-na-tim a-na-ku ù Lá-qé-ep DUMU Šu-A-šur i-na É kà-ší-im ni-kà-sí ni-sí-ma 12 1/2 ma-na 7 GÍN KB ṣa-ru-pá-am i-na li-bi Lá-qé-ep a-dí-ma a-na KB ku-a-tí ú-ša-zi-za-ku-šu-ma iš-tù Pu-ru-uš-ha-dim i-na e-ra-bi-šu-ma KB ki-ma i-a-tí «ga ma» i-ša-qá-lá-kum","To Ili-mutabbil and Aluwa from Ennam-Aššur; specifically to Ili-mutabbil: In the week of Itūr-ili son of Amur-Ištar, month Allanātum, I and Lā-qēp son of Šu-Aššur settled accounts in the house of the official, and I set down 12 1/2 minas 7 shekels of refined silver as owed by Lā-qēp; and with respect to the silver it was you I designated for him, so when he arrives from Purušhaddum he will pay the silver to you as my representative."
